Scenario,Area,Year,Sex,ISOCode,Population
SSP1,Afghanistan,1950,Both,4,7752.1
SSP1,Afghanistan,1955,Both,4,8270.5
SSP1,Afghanistan,1960,Both,4,8992.4
SSP1,Afghanistan,1965,Both,4,9935
SSP1,Afghanistan,1970,Both,4,11122.4
SSP1,Afghanistan,1975,Both,4,12585.9
SSP1,Afghanistan,1980,Both,4,13227.7
SSP1,Afghanistan,1985,Both,4,11698.2
SSP1,Afghanistan,1990,Both,4,12151.9
SSP1,Afghanistan,1995,Both,4,16928.9
SSP1,Afghanistan,2000,Both,4,19893.4
SSP1,Afghanistan,2005,Both,4,24711.6
SSP1,Afghanistan,2010,Both,4,28422.5
SSP1,Afghanistan,2015,Both,4,33740.4
SSP1,Afghanistan,2020,Both,4,38317.9
SSP1,Afghanistan,2025,Both,4,42750.3
SSP1,Afghanistan,2030,Both,4,47055
SSP1,Afghanistan,2035,Both,4,51153.9
SSP1,Afghanistan,2040,Both,4,54915.5
SSP1,Afghanistan,2045,Both,4,58208.1
SSP1,Afghanistan,2050,Both,4,61006.2
SSP1,Afghanistan,2055,Both,4,63256.2
SSP1,Afghanistan,2060,Both,4,64996
SSP1,Afghanistan,2065,Both,4,66241.7
SSP1,Afghanistan,2070,Both,4,66986.5
SSP1,Afghanistan,2075,Both,4,67220.5
SSP1,Afghanistan,2080,Both,4,66860.1
SSP1,Afghanistan,2085,Both,4,65927.2
SSP1,Afghanistan,2090,Both,4,64455
SSP1,Afghanistan,2095,Both,4,62498.3
SSP1,Afghanistan,2100,Both,4,60138.7
SSP1,Albania,1950,Both,8,1263.2
SSP1,Albania,1955,Both,8,1420
SSP1,Albania,1960,Both,8,1636.1
SSP1,Albania,1965,Both,8,1896.1
SSP1,Albania,1970,Both,8,2150.6
SSP1,Albania,1975,Both,8,2411.2
SSP1,Albania,1980,Both,8,2681.2
SSP1,Albania,1985,Both,8,2966.8
SSP1,Albania,1990,Both,8,3281.5
SSP1,Albania,1995,Both,8,3106.7
SSP1,Albania,2000,Both,8,3122
SSP1,Albania,2005,Both,8,3086.8
SSP1,Albania,2010,Both,8,2940.8
SSP1,Albania,2015,Both,8,2923.2
SSP1,Albania,2020,Both,8,2870.7
SSP1,Albania,2025,Both,8,2797.3
SSP1,Albania,2030,Both,8,2703.1
SSP1,Albania,2035,Both,8,2589.1
SSP1,Albania,2040,Both,8,2460.4
SSP1,Albania,2045,Both,8,2321.2
SSP1,Albania,2050,Both,8,2174.4
SSP1,Albania,2055,Both,8,2022
SSP1,Albania,2060,Both,8,1868.9
SSP1,Albania,2065,Both,8,1717.5
SSP1,Albania,2070,Both,8,1570.1
SSP1,Albania,2075,Both,8,1427.5
SSP1,Albania,2080,Both,8,1290
SSP1,Albania,2085,Both,8,1157.4
SSP1,Albania,2090,Both,8,1032.1
SSP1,Albania,2095,Both,8,915.3
SSP1,Albania,2100,Both,8,806.8
SSP1,Algeria,1950,Both,12,8872.2
SSP1,Algeria,1955,Both,12,9829.7
SSP1,Algeria,1960,Both,12,11124.9
SSP1,Algeria,1965,Both,12,12627
SSP1,Algeria,1970,Both,12,14550
SSP1,Algeria,1975,Both,12,16709.1
SSP1,Algeria,1980,Both,12,19337.7
SSP1,Algeria,1985,Both,12,22565.9
SSP1,Algeria,1990,Both,12,25912.4
SSP1,Algeria,1995,Both,12,28904.3
SSP1,Algeria,2000,Both,12,31183.7
SSP1,Algeria,2005,Both,12,33291.1
SSP1,Algeria,2010,Both,12,36124.6
SSP1,Algeria,2015,Both,12,39872.5
SSP1,Algeria,2020,Both,12,42922.6
SSP1,Algeria,2025,Both,12,45314.9
SSP1,Algeria,2030,Both,12,47118.4
SSP1,Algeria,2035,Both,12,48589.4
SSP1,Algeria,2040,Both,12,49908.2
SSP1,Algeria,2045,Both,12,51130.8
SSP1,Algeria,2050,Both,12,52168.4
SSP1,Algeria,2055,Both,12,52838.2
SSP1,Algeria,2060,Both,12,53058.3
SSP1,Algeria,2065,Both,12,52897.4
SSP1,Algeria,2070,Both,12,52443.8
SSP1,Algeria,2075,Both,12,51780.8
SSP1,Algeria,2080,Both,12,50952.3
SSP1,Algeria,2085,Both,12,49971.7
SSP1,Algeria,2090,Both,12,48856.9
SSP1,Algeria,2095,Both,12,47643
SSP1,Algeria,2100,Both,12,46360.4
SSP1,Angola,1950,Both,24,4386
SSP1,Angola,1955,Both,24,4932.3
SSP1,Angola,1960,Both,24,5459.8
SSP1,Angola,1965,Both,24,6023.2
SSP1,Angola,1970,Both,24,6539.4
SSP1,Angola,1975,Both,24,7397.5
SSP1,Angola,1980,Both,24,8592.6
SSP1,Angola,1985,Both,24,10214.9
SSP1,Angola,1990,Both,24,11685.6
SSP1,Angola,1995,Both,24,13646.5
SSP1,Angola,2000,Both,24,15657
SSP1,Angola,2005,Both,24,18536.4
SSP1,Angola,2010,Both,24,22057.1
SSP1,Angola,2015,Both,24,27859.3
SSP1,Angola,2020,Both,24,31674.4
SSP1,Angola,2025,Both,24,34621.7
SSP1,Angola,2030,Both,24,36961.9
SSP1,Angola,2035,Both,24,38996.9
SSP1,Angola,2040,Both,24,40853.6
SSP1,Angola,2045,Both,24,42537.4
SSP1,Angola,2050,Both,24,43964.3
SSP1,Angola,2055,Both,24,45031.9
SSP1,Angola,2060,Both,24,45691.2
SSP1,Angola,2065,Both,24,45983.6
SSP1,Angola,2070,Both,24,45991.3
SSP1,Angola,2075,Both,24,45684.6
SSP1,Angola,2080,Both,24,45077.2
SSP1,Angola,2085,Both,24,44127.8
SSP1,Angola,2090,Both,24,42808.6
SSP1,Angola,2095,Both,24,41135
SSP1,Angola,2100,Both,24,39178.6
SSP1,Antigua and Barbuda,1950,Both,28,46.3
SSP1,Antigua and Barbuda,1955,Both,28,52.9
SSP1,Antigua and Barbuda,1960,Both,28,55.3
SSP1,Antigua and Barbuda,1965,Both,28,60.8
SSP1,Antigua and Barbuda,1970,Both,28,67.1
SSP1,Antigua and Barbuda,1975,Both,28,71.6
SSP1,Antigua and Barbuda,1980,Both,28,73.4
SSP1,Antigua and Barbuda,1985,Both,28,69.8
SSP1,Antigua and Barbuda,1990,Both,28,66.7
SSP1,Antigua and Barbuda,1995,Both,28,73.6
SSP1,Antigua and Barbuda,2000,Both,28,83.6
SSP1,Antigua and Barbuda,2005,Both,28,89.3
SSP1,Antigua and Barbuda,2010,Both,28,94.7
SSP1,Antigua and Barbuda,2015,Both,28,100
SSP1,Antigua and Barbuda,2020,Both,28,103
SSP1,Antigua and Barbuda,2025,Both,28,105.6
SSP1,Antigua and Barbuda,2030,Both,28,107.4
SSP1,Antigua and Barbuda,2035,Both,28,108.5
SSP1,Antigua and Barbuda,2040,Both,28,108.9
SSP1,Antigua and Barbuda,2045,Both,28,108.5
SSP1,Antigua and Barbuda,2050,Both,28,107.3
SSP1,Antigua and Barbuda,2055,Both,28,105.4
SSP1,Antigua and Barbuda,2060,Both,28,103.2
SSP1,Antigua and Barbuda,2065,Both,28,100.7
SSP1,Antigua and Barbuda,2070,Both,28,98.1
SSP1,Antigua and Barbuda,2075,Both,28,95.6
SSP1,Antigua and Barbuda,2080,Both,28,92.9
SSP1,Antigua and Barbuda,2085,Both,28,89.9
SSP1,Antigua and Barbuda,2090,Both,28,86.7
SSP1,Antigua and Barbuda,2095,Both,28,83.3
SSP1,Antigua and Barbuda,2100,Both,28,79.8
SSP1,Argentina,1950,Both,32,17150.3
SSP1,Argentina,1955,Both,32,18929.3
SSP1,Argentina,1960,Both,32,20619.1
SSP1,Argentina,1965,Both,32,22283.4
SSP1,Argentina,1970,Both,32,23973.1
SSP1,Argentina,1975,Both,32,26067
SSP1,Argentina,1980,Both,32,28105.9
SSP1,Argentina,1985,Both,32,30388.8
SSP1,Argentina,1990,Both,32,32729.7
SSP1,Argentina,1995,Both,32,34994.8
SSP1,Argentina,2000,Both,32,37057.5
SSP1,Argentina,2005,Both,32,39145.5
SSP1,Argentina,2010,Both,32,41223.9
SSP1,Argentina,2015,Both,32,43411.2
SSP1,Argentina,2020,Both,32,45304.4
SSP1,Argentina,2025,Both,32,46895.8
SSP1,Argentina,2030,Both,32,48308.9
SSP1,Argentina,2035,Both,32,49610.2
SSP1,Argentina,2040,Both,32,50788.6
SSP1,Argentina,2045,Both,32,51814.3
SSP1,Argentina,2050,Both,32,52649.3
SSP1,Argentina,2055,Both,32,53268.4
SSP1,Argentina,2060,Both,32,53671.5
SSP1,Argentina,2065,Both,32,53865.7
SSP1,Argentina,2070,Both,32,53872.4
SSP1,Argentina,2075,Both,32,53698.5
SSP1,Argentina,2080,Both,32,53354.8
SSP1,Argentina,2085,Both,32,52866.4
SSP1,Argentina,2090,Both,32,52258.6
SSP1,Argentina,2095,Both,32,51537.7
SSP1,Argentina,2100,Both,32,50718.3
SSP1,Armenia,1950,Both,51,1353.5
SSP1,Armenia,1955,Both,51,1563.5
SSP1,Armenia,1960,Both,51,1874.1
SSP1,Armenia,1965,Both,51,2211.3
SSP1,Armenia,1970,Both,51,2525.1
SSP1,Armenia,1975,Both,51,2826.1
SSP1,Armenia,1980,Both,51,3093.1
SSP1,Armenia,1985,Both,51,3329.3
SSP1,Armenia,1990,Both,51,3531.1
SSP1,Armenia,1995,Both,51,3214
SSP1,Armenia,2000,Both,51,3072.9
SSP1,Armenia,2005,Both,51,2994.4
SSP1,Armenia,2010,Both,51,2915.5
SSP1,Armenia,2015,Both,51,2917.3
SSP1,Armenia,2020,Both,51,2885.2
SSP1,Armenia,2025,Both,51,2826.9
SSP1,Armenia,2030,Both,51,2749.8
SSP1,Armenia,2035,Both,51,2666.3
SSP1,Armenia,2040,Both,51,2583.3
SSP1,Armenia,2045,Both,51,2497.8
SSP1,Armenia,2050,Both,51,2404.7
SSP1,Armenia,2055,Both,51,2302.9
SSP1,Armenia,2060,Both,51,2197.5
SSP1,Armenia,2065,Both,51,2094.4
SSP1,Armenia,2070,Both,51,1994
SSP1,Armenia,2075,Both,51,1894.2
SSP1,Armenia,2080,Both,51,1792.2
SSP1,Armenia,2085,Both,51,1689.2
SSP1,Armenia,2090,Both,51,1590.1
SSP1,Armenia,2095,Both,51,1501.3
SSP1,Armenia,2100,Both,51,1425.9
SSP1,Aruba,1950,Both,533,38.1
SSP1,Aruba,1955,Both,533,43.7
SSP1,Aruba,1960,Both,533,54.2
SSP1,Aruba,1965,Both,533,57.4
SSP1,Aruba,1970,Both,533,59.1
SSP1,Aruba,1975,Both,533,60.7
SSP1,Aruba,1980,Both,533,60.1
SSP1,Aruba,1985,Both,533,63
SSP1,Aruba,1990,Both,533,62.2
SSP1,Aruba,1995,Both,533,80.3
SSP1,Aruba,2000,Both,533,90.9
SSP1,Aruba,2005,Both,533,100
SSP1,Aruba,2010,Both,533,101.7
SSP1,Aruba,2015,Both,533,104.4
SSP1,Aruba,2020,Both,533,105.6
SSP1,Aruba,2025,Both,533,106.7
SSP1,Aruba,2030,Both,533,107.5
SSP1,Aruba,2035,Both,533,108
SSP1,Aruba,2040,Both,533,107.9
SSP1,Aruba,2045,Both,533,107.3
SSP1,Aruba,2050,Both,533,106.5
SSP1,Aruba,2055,Both,533,105.5
SSP1,Aruba,2060,Both,533,104.6
SSP1,Aruba,2065,Both,533,103.9
SSP1,Aruba,2070,Both,533,103.4
SSP1,Aruba,2075,Both,533,102.9
SSP1,Aruba,2080,Both,533,102.4
SSP1,Aruba,2085,Both,533,101.8
SSP1,Aruba,2090,Both,533,101.1
SSP1,Aruba,2095,Both,533,100.1
SSP1,Aruba,2100,Both,533,98.8
SSP1,Australia,1950,Both,36,8177.3
SSP1,Australia,1955,Both,36,9212.9
SSP1,Australia,1960,Both,36,10292.4
SSP1,Australia,1965,Both,36,11368.5
SSP1,Australia,1970,Both,36,12900.5
SSP1,Australia,1975,Both,36,13883.7
SSP1,Australia,1980,Both,36,14698
SSP1,Australia,1985,Both,36,15784.6
SSP1,Australia,1990,Both,36,17094.6
SSP1,Australia,1995,Both,36,18122.5
SSP1,Australia,2000,Both,36,19103.6
SSP1,Australia,2005,Both,36,20268.7
SSP1,Australia,2010,Both,36,22156.6
SSP1,Australia,2015,Both,36,23798.7
SSP1,Australia,2020,Both,36,25036.4
SSP1,Australia,2025,Both,36,26207.3
SSP1,Australia,2030,Both,36,27277.9
SSP1,Australia,2035,Both,36,28255.7
SSP1,Australia,2040,Both,36,29170.5
SSP1,Australia,2045,Both,36,30044.1
SSP1,Australia,2050,Both,36,30875.4
SSP1,Australia,2055,Both,36,31645.8
SSP1,Australia,2060,Both,36,32343.1
SSP1,Australia,2065,Both,36,32973.1
SSP1,Australia,2070,Both,36,33554.3
SSP1,Australia,2075,Both,36,34091.7
SSP1,Australia,2080,Both,36,34584.1
SSP1,Australia,2085,Both,36,35009.1
SSP1,Australia,2090,Both,36,35318
SSP1,Australia,2095,Both,36,35498.3
SSP1,Australia,2100,Both,36,35386
SSP1,Austria,1950,Both,40,6936.4
SSP1,Austria,1955,Both,40,6950.9
SSP1,Austria,1960,Both,40,7067.5
SSP1,Austria,1965,Both,40,7301.5
SSP1,Austria,1970,Both,40,7511.8
SSP1,Austria,1975,Both,40,7630.3
SSP1,Austria,1980,Both,40,7599.4
SSP1,Austria,1985,Both,40,7602.8
SSP1,Austria,1990,Both,40,7708.8
SSP1,Austria,1995,Both,40,7974.9
SSP1,Austria,2000,Both,40,8052.8
SSP1,Austria,2005,Both,40,8236.6
SSP1,Austria,2010,Both,40,8393.6
SSP1,Austria,2015,Both,40,8678.8
SSP1,Austria,2020,Both,40,8772.8
SSP1,Austria,2025,Both,40,8858.8
SSP1,Austria,2030,Both,40,8923.2
SSP1,Austria,2035,Both,40,8963
SSP1,Austria,2040,Both,40,8989.6
SSP1,Austria,2045,Both,40,9011.5
SSP1,Austria,2050,Both,40,9022.5
SSP1,Austria,2055,Both,40,9009.3
SSP1,Austria,2060,Both,40,8968.1
SSP1,Austria,2065,Both,40,8911.3
SSP1,Austria,2070,Both,40,8859.8
SSP1,Austria,2075,Both,40,8827.3
SSP1,Austria,2080,Both,40,8810.5
SSP1,Austria,2085,Both,40,8790.1
SSP1,Austria,2090,Both,40,8748.7
SSP1,Austria,2095,Both,40,8687.6
SSP1,Austria,2100,Both,40,8602.2
SSP1,Azerbaijan,1950,Both,31,2953.8
SSP1,Azerbaijan,1955,Both,31,3411.3
SSP1,Azerbaijan,1960,Both,31,3934
SSP1,Azerbaijan,1965,Both,31,4581.4
SSP1,Azerbaijan,1970,Both,31,5155.4
SSP1,Azerbaijan,1975,Both,31,5692.2
SSP1,Azerbaijan,1980,Both,31,6183.4
SSP1,Azerbaijan,1985,Both,31,6655.5
SSP1,Azerbaijan,1990,Both,31,7154
SSP1,Azerbaijan,1995,Both,31,7747.3
SSP1,Azerbaijan,2000,Both,31,8125.3
SSP1,Azerbaijan,2005,Both,31,8575.6
SSP1,Azerbaijan,2010,Both,31,9093.4
SSP1,Azerbaijan,2015,Both,31,9617.1
SSP1,Azerbaijan,2020,Both,31,9993.2
SSP1,Azerbaijan,2025,Both,31,10223.9
SSP1,Azerbaijan,2030,Both,31,10354.5
SSP1,Azerbaijan,2035,Both,31,10440.4
SSP1,Azerbaijan,2040,Both,31,10484.7
SSP1,Azerbaijan,2045,Both,31,10459.8
SSP1,Azerbaijan,2050,Both,31,10361.2
SSP1,Azerbaijan,2055,Both,31,10205.6
SSP1,Azerbaijan,2060,Both,31,10018.4
SSP1,Azerbaijan,2065,Both,31,9807
SSP1,Azerbaijan,2070,Both,31,9570
SSP1,Azerbaijan,2075,Both,31,9301.7
SSP1,Azerbaijan,2080,Both,31,9002.5
SSP1,Azerbaijan,2085,Both,31,8685.9
SSP1,Azerbaijan,2090,Both,31,8371.7
SSP1,Azerbaijan,2095,Both,31,8075.5
SSP1,Azerbaijan,2100,Both,31,7799.1
SSP1,Bahamas,1950,Both,44,79.1
SSP1,Bahamas,1955,Both,44,88.6
SSP1,Bahamas,1960,Both,44,109.5
SSP1,Bahamas,1965,Both,44,140.1
SSP1,Bahamas,1970,Both,44,169.4
SSP1,Bahamas,1975,Both,44,188.9
SSP1,Bahamas,1980,Both,44,210.7
SSP1,Bahamas,1985,Both,44,234.7
SSP1,Bahamas,1990,Both,44,256.3
SSP1,Bahamas,1995,Both,44,280.2
SSP1,Bahamas,2000,Both,44,297.9
SSP1,Bahamas,2005,Both,44,329.2
SSP1,Bahamas,2010,Both,44,360.8
SSP1,Bahamas,2015,Both,44,386.8
SSP1,Bahamas,2020,Both,44,407.4
SSP1,Bahamas,2025,Both,44,426.4
SSP1,Bahamas,2030,Both,44,442.9
SSP1,Bahamas,2035,Both,44,457
SSP1,Bahamas,2040,Both,44,468.9
SSP1,Bahamas,2045,Both,44,479.3
SSP1,Bahamas,2050,Both,44,488.2
SSP1,Bahamas,2055,Both,44,495.4
SSP1,Bahamas,2060,Both,44,501
SSP1,Bahamas,2065,Both,44,505.1
SSP1,Bahamas,2070,Both,44,507.9
SSP1,Bahamas,2075,Both,44,509.6
SSP1,Bahamas,2080,Both,44,510.3
SSP1,Bahamas,2085,Both,44,509.8
SSP1,Bahamas,2090,Both,44,508.3
SSP1,Bahamas,2095,Both,44,505.8
SSP1,Bahamas,2100,Both,44,502.9
SSP1,Bahrain,1950,Both,48,115.6
SSP1,Bahrain,1955,Both,48,133.7
SSP1,Bahrain,1960,Both,48,162.5
SSP1,Bahrain,1965,Both,48,187.3
SSP1,Bahrain,1970,Both,48,213.1
SSP1,Bahrain,1975,Both,48,266.7
SSP1,Bahrain,1980,Both,48,360
SSP1,Bahrain,1985,Both,48,419.4
SSP1,Bahrain,1990,Both,48,495.9
SSP1,Bahrain,1995,Both,48,563.7
SSP1,Bahrain,2000,Both,48,662.4
SSP1,Bahrain,2005,Both,48,863.3
SSP1,Bahrain,2010,Both,48,1264.8
SSP1,Bahrain,2015,Both,48,1371.9
SSP1,Bahrain,2020,Both,48,1502
SSP1,Bahrain,2025,Both,48,1617.9
SSP1,Bahrain,2030,Both,48,1723.2
SSP1,Bahrain,2035,Both,48,1822.6
SSP1,Bahrain,2040,Both,48,1917.8
SSP1,Bahrain,2045,Both,48,2005.7
SSP1,Bahrain,2050,Both,48,2080.8
SSP1,Bahrain,2055,Both,48,2139.5
SSP1,Bahrain,2060,Both,48,2181.5
SSP1,Bahrain,2065,Both,48,2208.4
SSP1,Bahrain,2070,Both,48,2222.3
SSP1,Bahrain,2075,Both,48,2224.6
SSP1,Bahrain,2080,Both,48,2217.2
SSP1,Bahrain,2085,Both,48,2204.1
SSP1,Bahrain,2090,Both,48,2190.9
SSP1,Bahrain,2095,Both,48,2182.9
SSP1,Bahrain,2100,Both,48,2180.4
SSP1,Bangladesh,1950,Both,50,37894.7
SSP1,Bangladesh,1955,Both,50,42122.2
SSP1,Bangladesh,1960,Both,50,48200.7
SSP1,Bangladesh,1965,Both,50,55835
SSP1,Bangladesh,1970,Both,50,65048.7
SSP1,Bangladesh,1975,Both,50,71266.7
SSP1,Bangladesh,1980,Both,50,81403.9
SSP1,Bangladesh,1985,Both,50,93078.7
SSP1,Bangladesh,1990,Both,50,106064.8
SSP1,Bangladesh,1995,Both,50,118522.3
SSP1,Bangladesh,2000,Both,50,131375.4
SSP1,Bangladesh,2005,Both,50,143055.9
SSP1,Bangladesh,2010,Both,50,151767.2
SSP1,Bangladesh,2015,Both,50,161200.2
SSP1,Bangladesh,2020,Both,50,170144.6
SSP1,Bangladesh,2025,Both,50,177355.5
SSP1,Bangladesh,2030,Both,50,183124.2
SSP1,Bangladesh,2035,Both,50,187585.9
SSP1,Bangladesh,2040,Both,50,190712.9
SSP1,Bangladesh,2045,Both,50,192451.7
SSP1,Bangladesh,2050,Both,50,192779.4
SSP1,Bangladesh,2055,Both,50,191773.5
SSP1,Bangladesh,2060,Both,50,189586.4
SSP1,Bangladesh,2065,Both,50,186380.5
SSP1,Bangladesh,2070,Both,50,182341.8
SSP1,Bangladesh,2075,Both,50,177525.8
SSP1,Bangladesh,2080,Both,50,172037.1
SSP1,Bangladesh,2085,Both,50,165960.1
SSP1,Bangladesh,2090,Both,50,159398.5
SSP1,Bangladesh,2095,Both,50,152441.2
SSP1,Bangladesh,2100,Both,50,145182.3
SSP1,Barbados,1950,Both,52,211
SSP1,Barbados,1955,Both,52,227.1
SSP1,Barbados,1960,Both,52,230.9
SSP1,Barbados,1965,Both,52,235.4
SSP1,Barbados,1970,Both,52,238.8
SSP1,Barbados,1975,Both,52,246
SSP1,Barbados,1980,Both,52,252.2
SSP1,Barbados,1985,Both,52,255.9
SSP1,Barbados,1990,Both,52,260.4
SSP1,Barbados,1995,Both,52,265
SSP1,Barbados,2000,Both,52,269.8
SSP1,Barbados,2005,Both,52,274
SSP1,Barbados,2010,Both,52,279.6
SSP1,Barbados,2015,Both,52,284.3
SSP1,Barbados,2020,Both,52,280
SSP1,Barbados,2025,Both,52,274.8
SSP1,Barbados,2030,Both,52,269.2
SSP1,Barbados,2035,Both,52,263.4
SSP1,Barbados,2040,Both,52,257.2
SSP1,Barbados,2045,Both,52,250.3
SSP1,Barbados,2050,Both,52,242.7
SSP1,Barbados,2055,Both,52,234.3
SSP1,Barbados,2060,Both,52,225.7
SSP1,Barbados,2065,Both,52,217.1
SSP1,Barbados,2070,Both,52,208.9
SSP1,Barbados,2075,Both,52,201
SSP1,Barbados,2080,Both,52,193.4
SSP1,Barbados,2085,Both,52,186
SSP1,Barbados,2090,Both,52,178.8
SSP1,Barbados,2095,Both,52,171.7
SSP1,Barbados,2100,Both,52,164.8
SSP1,Belarus,1950,Both,112,7745
SSP1,Belarus,1955,Both,112,7803.5
SSP1,Belarus,1960,Both,112,8184.6
SSP1,Belarus,1965,Both,112,8568.5
SSP1,Belarus,1970,Both,112,8977.6
SSP1,Belarus,1975,Both,112,9322.3
SSP1,Belarus,1980,Both,112,9642.2
SSP1,Belarus,1985,Both,112,9985.1
SSP1,Belarus,1990,Both,112,10233
SSP1,Belarus,1995,Both,112,10158.5
SSP1,Belarus,2000,Both,112,9953.8
SSP1,Belarus,2005,Both,112,9635.8
SSP1,Belarus,2010,Both,112,9489.2
SSP1,Belarus,2015,Both,112,9484.9
SSP1,Belarus,2020,Both,112,9378.9
SSP1,Belarus,2025,Both,112,9240.3
SSP1,Belarus,2030,Both,112,9079.3
SSP1,Belarus,2035,Both,112,8915.4
SSP1,Belarus,2040,Both,112,8770
SSP1,Belarus,2045,Both,112,8642.6
SSP1,Belarus,2050,Both,112,8511.5
SSP1,Belarus,2055,Both,112,8366.1
SSP1,Belarus,2060,Both,112,8210.7
SSP1,Belarus,2065,Both,112,8052.3
SSP1,Belarus,2070,Both,112,7900.4
SSP1,Belarus,2075,Both,112,7756
SSP1,Belarus,2080,Both,112,7614.6
SSP1,Belarus,2085,Both,112,7473.9
SSP1,Belarus,2090,Both,112,7338.6
SSP1,Belarus,2095,Both,112,7220
SSP1,Belarus,2100,Both,112,7123.8
SSP1,Belgium,1950,Both,56,8637.5
SSP1,Belgium,1955,Both,56,8853.2
SSP1,Belgium,1960,Both,56,9113
SSP1,Belgium,1965,Both,56,9427.9
SSP1,Belgium,1970,Both,56,9653.9
SSP1,Belgium,1975,Both,56,9781.9
SSP1,Belgium,1980,Both,56,9871.6
SSP1,Belgium,1985,Both,56,9897
SSP1,Belgium,1990,Both,56,9971
SSP1,Belgium,1995,Both,56,10156.4
SSP1,Belgium,2000,Both,56,10271.5
SSP1,Belgium,2005,Both,56,10572.3
SSP1,Belgium,2010,Both,56,10942.5
SSP1,Belgium,2015,Both,56,11288
SSP1,Belgium,2020,Both,56,11460.5
SSP1,Belgium,2025,Both,56,11602.2
SSP1,Belgium,2030,Both,56,11719.3
SSP1,Belgium,2035,Both,56,11822.5
SSP1,Belgium,2040,Both,56,11915.5
SSP1,Belgium,2045,Both,56,11990.2
SSP1,Belgium,2050,Both,56,12034.7
SSP1,Belgium,2055,Both,56,12042.6
SSP1,Belgium,2060,Both,56,12019.9
SSP1,Belgium,2065,Both,56,11984.3
SSP1,Belgium,2070,Both,56,11953.9
SSP1,Belgium,2075,Both,56,11934
SSP1,Belgium,2080,Both,56,11918
SSP1,Belgium,2085,Both,56,11892.7
SSP1,Belgium,2090,Both,56,11847.4
SSP1,Belgium,2095,Both,56,11780
SSP1,Belgium,2100,Both,56,11652.2
SSP1,Belize,1950,Both,84,68.9
SSP1,Belize,1955,Both,84,79.9
SSP1,Belize,1960,Both,84,92.1
SSP1,Belize,1965,Both,84,106.1
SSP1,Belize,1970,Both,84,122.2
SSP1,Belize,1975,Both,84,133.3
SSP1,Belize,1980,Both,84,144.1
SSP1,Belize,1985,Both,84,164.9
SSP1,Belize,1990,Both,84,187.6
SSP1,Belize,1995,Both,84,207
SSP1,Belize,2000,Both,84,247.3
SSP1,Belize,2005,Both,84,283.3
SSP1,Belize,2010,Both,84,321.6
SSP1,Belize,2015,Both,84,359.3
SSP1,Belize,2020,Both,84,385.3
SSP1,Belize,2025,Both,84,407.3
SSP1,Belize,2030,Both,84,426
SSP1,Belize,2035,Both,84,442
SSP1,Belize,2040,Both,84,455.4
SSP1,Belize,2045,Both,84,466.1
SSP1,Belize,2050,Both,84,473.8
SSP1,Belize,2055,Both,84,478.4
SSP1,Belize,2060,Both,84,480.3
SSP1,Belize,2065,Both,84,479.7
SSP1,Belize,2070,Both,84,476.9
SSP1,Belize,2075,Both,84,471.9
SSP1,Belize,2080,Both,84,464.8
SSP1,Belize,2085,Both,84,455.7
SSP1,Belize,2090,Both,84,444.7
SSP1,Belize,2095,Both,84,432.1
SSP1,Belize,2100,Both,84,418.1
SSP1,Benin,1950,Both,204,2255.2
SSP1,Benin,1955,Both,204,2303.6
SSP1,Benin,1960,Both,204,2431.6
SSP1,Benin,1965,Both,204,2632.4
SSP1,Benin,1970,Both,204,2902.7
SSP1,Benin,1975,Both,204,3253.2
SSP1,Benin,1980,Both,204,3707.7
SSP1,Benin,1985,Both,204,4273.9
SSP1,Benin,1990,Both,204,4980.9
SSP1,Benin,1995,Both,204,5949.3
SSP1,Benin,2000,Both,204,6891.5
SSP1,Benin,2005,Both,204,8086.9
SSP1,Benin,2010,Both,204,9414
SSP1,Benin,2015,Both,204,10576.3
SSP1,Benin,2020,Both,204,11801
SSP1,Benin,2025,Both,204,12792.7
SSP1,Benin,2030,Both,204,13624.9
SSP1,Benin,2035,Both,204,14352.2
SSP1,Benin,2040,Both,204,15004.4
SSP1,Benin,2045,Both,204,15571.7
SSP1,Benin,2050,Both,204,16022.1
SSP1,Benin,2055,Both,204,16329.2
SSP1,Benin,2060,Both,204,16494.7
SSP1,Benin,2065,Both,204,16545.3
SSP1,Benin,2070,Both,204,16501
SSP1,Benin,2075,Both,204,16366.9
SSP1,Benin,2080,Both,204,16139.7
SSP1,Benin,2085,Both,204,15821.1
SSP1,Benin,2090,Both,204,15405.1
SSP1,Benin,2095,Both,204,14896.1
SSP1,Benin,2100,Both,204,14305.7
SSP1,Bhutan,1950,Both,64,176.8
SSP1,Bhutan,1955,Both,64,200.8
SSP1,Bhutan,1960,Both,64,225.3
SSP1,Bhutan,1965,Both,64,254.7
SSP1,Bhutan,1970,Both,64,296
SSP1,Bhutan,1975,Both,64,354.7
SSP1,Bhutan,1980,Both,64,416
SSP1,Bhutan,1985,Both,64,470.3
SSP1,Bhutan,1990,Both,64,537.7
SSP1,Bhutan,1995,Both,64,514.7
SSP1,Bhutan,2000,Both,64,572.3
SSP1,Bhutan,2005,Both,64,658.5
SSP1,Bhutan,2010,Both,64,727.7
SSP1,Bhutan,2015,Both,64,787.4
SSP1,Bhutan,2020,Both,64,831.6
SSP1,Bhutan,2025,Both,64,867.3
SSP1,Bhutan,2030,Both,64,896
SSP1,Bhutan,2035,Both,64,918.4
SSP1,Bhutan,2040,Both,64,935.8
