Scenario,Area,Year,Sex,ISOCode,Population
SSP1,Somalia,1960,Male,706,1364
SSP1,Somalia,1965,Male,706,1517.7
SSP1,Somalia,1970,Male,706,1702.7
SSP1,Somalia,1975,Male,706,1918.2
SSP1,Somalia,1980,Male,706,3075.2
SSP1,Somalia,1985,Male,706,3145.9
SSP1,Somalia,1990,Male,706,3344.6
SSP1,Somalia,1995,Male,706,3434.8
SSP1,Somalia,2000,Male,706,4047.5
SSP1,Somalia,2005,Male,706,4679
SSP1,Somalia,2010,Male,706,6017.1
SSP1,Somalia,2015,Male,706,6927.7
SSP1,Somalia,2020,Male,706,7828.8
SSP1,Somalia,2025,Male,706,8541
SSP1,Somalia,2030,Male,706,9148.1
SSP1,Somalia,2035,Male,706,9688.4
SSP1,Somalia,2040,Male,706,10190
SSP1,Somalia,2045,Male,706,10640.6
SSP1,Somalia,2050,Male,706,11001.7
SSP1,Somalia,2055,Male,706,11248
SSP1,Somalia,2060,Male,706,11386
SSP1,Somalia,2065,Male,706,11434.3
SSP1,Somalia,2070,Male,706,11410.5
SSP1,Somalia,2075,Male,706,11303.8
SSP1,Somalia,2080,Male,706,11105.5
SSP1,Somalia,2085,Male,706,10810.5
SSP1,Somalia,2090,Male,706,10425.1
SSP1,Somalia,2095,Male,706,9982.9
SSP1,Somalia,2100,Male,706,9504.3
SSP1,South Africa,1950,Male,710,6783.4
SSP1,South Africa,1955,Male,710,7638.1
SSP1,South Africa,1960,Male,710,8648.9
SSP1,South Africa,1965,Male,710,9857.3
SSP1,South Africa,1970,Male,710,11173.8
SSP1,South Africa,1975,Male,710,12808.5
SSP1,South Africa,1980,Male,710,14525.8
SSP1,South Africa,1985,Male,710,16552
SSP1,South Africa,1990,Male,710,18398.9
SSP1,South Africa,1995,Male,710,20572.4
SSP1,South Africa,2000,Male,710,21639.7
SSP1,South Africa,2005,Male,710,23329.9
SSP1,South Africa,2010,Male,710,24962
SSP1,South Africa,2015,Male,710,27149.1
SSP1,South Africa,2020,Male,710,28688.2
SSP1,South Africa,2025,Male,710,29978.1
SSP1,South Africa,2030,Male,710,31053.7
SSP1,South Africa,2035,Male,710,31971.8
SSP1,South Africa,2040,Male,710,32746.8
SSP1,South Africa,2045,Male,710,33364.5
SSP1,South Africa,2050,Male,710,33787.5
SSP1,South Africa,2055,Male,710,34004.1
SSP1,South Africa,2060,Male,710,34028.4
SSP1,South Africa,2065,Male,710,33882.3
SSP1,South Africa,2070,Male,710,33600.1
SSP1,South Africa,2075,Male,710,33202
SSP1,South Africa,2080,Male,710,32699.3
SSP1,South Africa,2085,Male,710,32112.9
SSP1,South Africa,2090,Male,710,31453.1
SSP1,South Africa,2095,Male,710,30737
SSP1,South Africa,2100,Male,710,29978.8
SSP1,South Sudan,1950,Male,728,1317.3
SSP1,South Sudan,1955,Male,728,1375.6
SSP1,South Sudan,1960,Male,728,1485.9
SSP1,South Sudan,1965,Male,728,1631.7
SSP1,South Sudan,1970,Male,728,1818.3
SSP1,South Sudan,1975,Male,728,2049.7
SSP1,South Sudan,1980,Male,728,2337.6
SSP1,South Sudan,1985,Male,728,2708.5
SSP1,South Sudan,1990,Male,728,2866.3
SSP1,South Sudan,1995,Male,728,2714.2
SSP1,South Sudan,2000,Male,728,3335.2
SSP1,South Sudan,2005,Male,728,4043
SSP1,South Sudan,2010,Male,728,5029.2
SSP1,South Sudan,2015,Male,728,5949.1
SSP1,South Sudan,2020,Male,728,6830
SSP1,South Sudan,2025,Male,728,7609
SSP1,South Sudan,2030,Male,728,8310.3
SSP1,South Sudan,2035,Male,728,8945.9
SSP1,South Sudan,2040,Male,728,9542.9
SSP1,South Sudan,2045,Male,728,10105.6
SSP1,South Sudan,2050,Male,728,10605.6
SSP1,South Sudan,2055,Male,728,11025.4
SSP1,South Sudan,2060,Male,728,11357.6
SSP1,South Sudan,2065,Male,728,11613.4
SSP1,South Sudan,2070,Male,728,11787.5
SSP1,South Sudan,2075,Male,728,11879
SSP1,South Sudan,2080,Male,728,11884.5
SSP1,South Sudan,2085,Male,728,11808.6
SSP1,South Sudan,2090,Male,728,11652.7
SSP1,South Sudan,2095,Male,728,11429.7
SSP1,South Sudan,2100,Male,728,11155
SSP1,Spain,1950,Male,724,13507.1
SSP1,Spain,1955,Male,724,14072.2
SSP1,Spain,1960,Male,724,14795.2
SSP1,Spain,1965,Male,724,15682.1
SSP1,Spain,1970,Male,724,16558.5
SSP1,Spain,1975,Male,724,17587.6
SSP1,Spain,1980,Male,724,18509.3
SSP1,Spain,1985,Male,724,19017.1
SSP1,Spain,1990,Male,724,19205.8
SSP1,Spain,1995,Male,724,19474.1
SSP1,Spain,2000,Male,724,20008.2
SSP1,Spain,2005,Male,724,21643.4
SSP1,Spain,2010,Male,724,23062.1
SSP1,Spain,2015,Male,724,22768.6
SSP1,Spain,2020,Male,724,22922.6
SSP1,Spain,2025,Male,724,22974.2
SSP1,Spain,2030,Male,724,22978.5
SSP1,Spain,2035,Male,724,22980.8
SSP1,Spain,2040,Male,724,22984.4
SSP1,Spain,2045,Male,724,22967.5
SSP1,Spain,2050,Male,724,22884.8
SSP1,Spain,2055,Male,724,22695.7
SSP1,Spain,2060,Male,724,22401
SSP1,Spain,2065,Male,724,22033.2
SSP1,Spain,2070,Male,724,21635.8
SSP1,Spain,2075,Male,724,21259.5
SSP1,Spain,2080,Male,724,20957.1
SSP1,Spain,2085,Male,724,20768
SSP1,Spain,2090,Male,724,20668.6
SSP1,Spain,2095,Male,724,20602.3
SSP1,Spain,2100,Male,724,20532.7
SSP1,Sri Lanka,1950,Male,144,4409.3
SSP1,Sri Lanka,1955,Male,144,4715
SSP1,Sri Lanka,1960,Male,144,5195.9
SSP1,Sri Lanka,1965,Male,144,5768.2
SSP1,Sri Lanka,1970,Male,144,6430.3
SSP1,Sri Lanka,1975,Male,144,7039.8
SSP1,Sri Lanka,1980,Male,144,7666.7
SSP1,Sri Lanka,1985,Male,144,8217.4
SSP1,Sri Lanka,1990,Male,144,8750.5
SSP1,Sri Lanka,1995,Male,144,9165.6
SSP1,Sri Lanka,2000,Male,144,9368.8
SSP1,Sri Lanka,2005,Male,144,9626
SSP1,Sri Lanka,2010,Male,144,9829.7
SSP1,Sri Lanka,2015,Male,144,9977.4
SSP1,Sri Lanka,2020,Male,144,10173.8
SSP1,Sri Lanka,2025,Male,144,10280
SSP1,Sri Lanka,2030,Male,144,10323
SSP1,Sri Lanka,2035,Male,144,10324.8
SSP1,Sri Lanka,2040,Male,144,10287.8
SSP1,Sri Lanka,2045,Male,144,10200.4
SSP1,Sri Lanka,2050,Male,144,10052.2
SSP1,Sri Lanka,2055,Male,144,9851.6
SSP1,Sri Lanka,2060,Male,144,9618
SSP1,Sri Lanka,2065,Male,144,9378.3
SSP1,Sri Lanka,2070,Male,144,9126
SSP1,Sri Lanka,2075,Male,144,8860.8
SSP1,Sri Lanka,2080,Male,144,8580.3
SSP1,Sri Lanka,2085,Male,144,8283.7
SSP1,Sri Lanka,2090,Male,144,7970.9
SSP1,Sri Lanka,2095,Male,144,7640.6
SSP1,Sri Lanka,2100,Male,144,7293.3
SSP1,Sudan,1950,Male,729,2870.2
SSP1,Sudan,1955,Male,729,3279.3
SSP1,Sudan,1960,Male,729,3780.6
SSP1,Sudan,1965,Male,729,4399.2
SSP1,Sudan,1970,Male,729,5155.2
SSP1,Sudan,1975,Male,729,6086.5
SSP1,Sudan,1980,Male,729,7267.7
SSP1,Sudan,1985,Male,729,8617.7
SSP1,Sudan,1990,Male,729,10084.6
SSP1,Sudan,1995,Male,729,12229.7
SSP1,Sudan,2000,Male,729,13921.3
SSP1,Sudan,2005,Male,729,15855.7
SSP1,Sudan,2010,Male,729,17921.2
SSP1,Sudan,2015,Male,729,19303.1
SSP1,Sudan,2020,Male,729,21242.9
SSP1,Sudan,2025,Male,729,22868.2
SSP1,Sudan,2030,Male,729,24278.3
SSP1,Sudan,2035,Male,729,25545.3
SSP1,Sudan,2040,Male,729,26698.8
SSP1,Sudan,2045,Male,729,27700.9
SSP1,Sudan,2050,Male,729,28494.2
SSP1,Sudan,2055,Male,729,29029.8
SSP1,Sudan,2060,Male,729,29299.4
SSP1,Sudan,2065,Male,729,29346.6
SSP1,Sudan,2070,Male,729,29173.8
SSP1,Sudan,2075,Male,729,28786.4
SSP1,Sudan,2080,Male,729,28179.9
SSP1,Sudan,2085,Male,729,27356.2
SSP1,Sudan,2090,Male,729,26330.1
SSP1,Sudan,2095,Male,729,25145.7
SSP1,Sudan,2100,Male,729,23871.3
SSP1,Suriname,1950,Male,740,107
SSP1,Suriname,1955,Male,740,126.1
SSP1,Suriname,1960,Male,740,145
SSP1,Suriname,1965,Male,740,165.3
SSP1,Suriname,1970,Male,740,185.3
SSP1,Suriname,1975,Male,740,181.8
SSP1,Suriname,1980,Male,740,183.2
SSP1,Suriname,1985,Male,740,188.9
SSP1,Suriname,1990,Male,740,206.9
SSP1,Suriname,1995,Male,740,225.1
SSP1,Suriname,2000,Male,740,238.9
SSP1,Suriname,2005,Male,740,252.1
SSP1,Suriname,2010,Male,740,264.6
SSP1,Suriname,2015,Male,740,277.8
SSP1,Suriname,2020,Male,740,282
SSP1,Suriname,2025,Male,740,282.9
SSP1,Suriname,2030,Male,740,281.6
SSP1,Suriname,2035,Male,740,278.7
SSP1,Suriname,2040,Male,740,274.3
SSP1,Suriname,2045,Male,740,268.6
SSP1,Suriname,2050,Male,740,261.5
SSP1,Suriname,2055,Male,740,253.3
SSP1,Suriname,2060,Male,740,244.2
SSP1,Suriname,2065,Male,740,234.6
SSP1,Suriname,2070,Male,740,224.6
SSP1,Suriname,2075,Male,740,214.3
SSP1,Suriname,2080,Male,740,203.6
SSP1,Suriname,2085,Male,740,192.4
SSP1,Suriname,2090,Male,740,180.9
SSP1,Suriname,2095,Male,740,169.1
SSP1,Suriname,2100,Male,740,157.1
SSP1,Swaziland,1950,Male,748,132.7
SSP1,Swaziland,1955,Male,748,148.8
SSP1,Swaziland,1960,Male,748,169.1
SSP1,Swaziland,1965,Male,748,186.9
SSP1,Swaziland,1970,Male,748,211.5
SSP1,Swaziland,1975,Male,748,245.6
SSP1,Swaziland,1980,Male,748,286.5
SSP1,Swaziland,1985,Male,748,332.8
SSP1,Swaziland,1990,Male,748,405.4
SSP1,Swaziland,1995,Male,748,460.4
SSP1,Swaziland,2000,Male,748,512.9
SSP1,Swaziland,2005,Male,748,541.1
SSP1,Swaziland,2010,Male,748,583.3
SSP1,Swaziland,2015,Male,748,639.2
SSP1,Swaziland,2020,Male,748,685.7
SSP1,Swaziland,2025,Male,748,719.3
SSP1,Swaziland,2030,Male,748,743.7
SSP1,Swaziland,2035,Male,748,763
SSP1,Swaziland,2040,Male,748,777.5
SSP1,Swaziland,2045,Male,748,786.2
SSP1,Swaziland,2050,Male,748,787.9
SSP1,Swaziland,2055,Male,748,782.6
SSP1,Swaziland,2060,Male,748,770.7
SSP1,Swaziland,2065,Male,748,753.1
SSP1,Swaziland,2070,Male,748,730.2
SSP1,Swaziland,2075,Male,748,702.6
SSP1,Swaziland,2080,Male,748,671.5
SSP1,Swaziland,2085,Male,748,638.1
SSP1,Swaziland,2090,Male,748,603
SSP1,Swaziland,2095,Male,748,567.2
SSP1,Swaziland,2100,Male,748,531.1
SSP1,Sweden,1950,Male,752,3490.3
SSP1,Sweden,1955,Male,752,3620.4
SSP1,Sweden,1960,Male,752,3731.5
SSP1,Sweden,1965,Male,752,3866.8
SSP1,Sweden,1970,Male,752,4020.3
SSP1,Sweden,1975,Male,752,4075
SSP1,Sweden,1980,Male,752,4118.2
SSP1,Sweden,1985,Male,752,4124.4
SSP1,Sweden,1990,Male,752,4228.4
SSP1,Sweden,1995,Male,752,4361.4
SSP1,Sweden,2000,Male,752,4387
SSP1,Sweden,2005,Male,752,4477.1
SSP1,Sweden,2010,Male,752,4672.4
SSP1,Sweden,2015,Male,752,4880.1
SSP1,Sweden,2020,Male,752,5023.3
SSP1,Sweden,2025,Male,752,5154.8
SSP1,Sweden,2030,Male,752,5259.9
SSP1,Sweden,2035,Male,752,5343.2
SSP1,Sweden,2040,Male,752,5424.1
SSP1,Sweden,2045,Male,752,5511.4
SSP1,Sweden,2050,Male,752,5601.2
SSP1,Sweden,2055,Male,752,5683.2
SSP1,Sweden,2060,Male,752,5748.9
SSP1,Sweden,2065,Male,752,5801.2
SSP1,Sweden,2070,Male,752,5848.8
SSP1,Sweden,2075,Male,752,5900.8
SSP1,Sweden,2080,Male,752,5955.6
SSP1,Sweden,2085,Male,752,6003.1
SSP1,Sweden,2090,Male,752,6030.7
SSP1,Sweden,2095,Male,752,6033.1
SSP1,Sweden,2100,Male,752,6016.7
SSP1,Switzerland,1950,Male,756,2249.7
SSP1,Switzerland,1955,Male,756,2401.2
SSP1,Switzerland,1960,Male,756,2565.4
SSP1,Switzerland,1965,Male,756,2838.8
SSP1,Switzerland,1970,Male,756,3014.2
SSP1,Switzerland,1975,Male,756,3099.6
SSP1,Switzerland,1980,Male,756,3066.3
SSP1,Switzerland,1985,Male,756,3145.5
SSP1,Switzerland,1990,Male,756,3258.1
SSP1,Switzerland,1995,Male,756,3427.5
SSP1,Switzerland,2000,Male,756,3501.2
SSP1,Switzerland,2005,Male,756,3626.7
SSP1,Switzerland,2010,Male,756,3855.3
SSP1,Switzerland,2015,Male,756,4117.1
SSP1,Switzerland,2020,Male,756,4249.2
SSP1,Switzerland,2025,Male,756,4368.4
SSP1,Switzerland,2030,Male,756,4468.6
SSP1,Switzerland,2035,Male,756,4551.4
SSP1,Switzerland,2040,Male,756,4623.9
SSP1,Switzerland,2045,Male,756,4693
SSP1,Switzerland,2050,Male,756,4757.3
SSP1,Switzerland,2055,Male,756,4808.9
SSP1,Switzerland,2060,Male,756,4843.6
SSP1,Switzerland,2065,Male,756,4867.1
SSP1,Switzerland,2070,Male,756,4892.1
SSP1,Switzerland,2075,Male,756,4926.5
SSP1,Switzerland,2080,Male,756,4966
SSP1,Switzerland,2085,Male,756,4932.6
SSP1,Switzerland,2090,Male,756,4856.2
SSP1,Switzerland,2095,Male,756,4767.9
SSP1,Switzerland,2100,Male,756,4684.5
SSP1,Syrian Arab Republic,1950,Male,760,1777.1
SSP1,Syrian Arab Republic,1955,Male,760,2023
SSP1,Syrian Arab Republic,1960,Male,760,2356.5
SSP1,Syrian Arab Republic,1965,Male,760,2760.2
SSP1,Syrian Arab Republic,1970,Male,760,3254.3
SSP1,Syrian Arab Republic,1975,Male,760,3853.9
SSP1,Syrian Arab Republic,1980,Male,760,4553.2
SSP1,Syrian Arab Republic,1985,Male,760,5424.9
SSP1,Syrian Arab Republic,1990,Male,760,6335
SSP1,Syrian Arab Republic,1995,Male,760,7292.4
SSP1,Syrian Arab Republic,2000,Male,760,8328.6
SSP1,Syrian Arab Republic,2005,Male,760,9347.5
SSP1,Syrian Arab Republic,2010,Male,760,10607.5
SSP1,Syrian Arab Republic,2015,Male,760,9477
SSP1,Syrian Arab Republic,2020,Male,760,9836.4
SSP1,Syrian Arab Republic,2025,Male,760,10108.2
SSP1,Syrian Arab Republic,2030,Male,760,10345.1
SSP1,Syrian Arab Republic,2035,Male,760,10555.2
SSP1,Syrian Arab Republic,2040,Male,760,10717.2
SSP1,Syrian Arab Republic,2045,Male,760,10797.9
SSP1,Syrian Arab Republic,2050,Male,760,10781
SSP1,Syrian Arab Republic,2055,Male,760,10681.2
SSP1,Syrian Arab Republic,2060,Male,760,10527.3
SSP1,Syrian Arab Republic,2065,Male,760,10338.1
SSP1,Syrian Arab Republic,2070,Male,760,10112.3
SSP1,Syrian Arab Republic,2075,Male,760,9842.9
SSP1,Syrian Arab Republic,2080,Male,760,9523.2
SSP1,Syrian Arab Republic,2085,Male,760,9155.1
SSP1,Syrian Arab Republic,2090,Male,760,8744.4
SSP1,Syrian Arab Republic,2095,Male,760,8294.8
SSP1,Syrian Arab Republic,2100,Male,760,7803.8
SSP1,Taiwan Province of China,1950,Male,158,3939.6
SSP1,Taiwan Province of China,1955,Male,158,4604.4
SSP1,Taiwan Province of China,1960,Male,158,5519.5
SSP1,Taiwan Province of China,1965,Male,158,6593.1
SSP1,Taiwan Province of China,1970,Male,158,7601.8
SSP1,Taiwan Province of China,1975,Male,158,8318.5
SSP1,Taiwan Province of China,1980,Male,158,9251.8
SSP1,Taiwan Province of China,1985,Male,158,9973.8
SSP1,Taiwan Province of China,1990,Male,158,10510.6
SSP1,Taiwan Province of China,1995,Male,158,10909.8
SSP1,Taiwan Province of China,2000,Male,158,11209.1
SSP1,Taiwan Province of China,2005,Male,158,11548.2
SSP1,Taiwan Province of China,2010,Male,158,11665.2
SSP1,Taiwan Province of China,2015,Male,158,11745
SSP1,Taiwan Province of China,2020,Male,158,11750.5
SSP1,Taiwan Province of China,2025,Male,158,11704.6
SSP1,Taiwan Province of China,2030,Male,158,11613
SSP1,Taiwan Province of China,2035,Male,158,11467.9
SSP1,Taiwan Province of China,2040,Male,158,11243.2
SSP1,Taiwan Province of China,2045,Male,158,10938.2
SSP1,Taiwan Province of China,2050,Male,158,10571.1
SSP1,Taiwan Province of China,2055,Male,158,10159.7
SSP1,Taiwan Province of China,2060,Male,158,9719
SSP1,Taiwan Province of China,2065,Male,158,9269.5
SSP1,Taiwan Province of China,2070,Male,158,8804.2
SSP1,Taiwan Province of China,2075,Male,158,8326.5
SSP1,Taiwan Province of China,2080,Male,158,7845.7
SSP1,Taiwan Province of China,2085,Male,158,7382.2
SSP1,Taiwan Province of China,2090,Male,158,6948.5
SSP1,Taiwan Province of China,2095,Male,158,6547.1
SSP1,Taiwan Province of China,2100,Male,158,6180.3
SSP1,Tajikistan,1950,Male,762,741.2
SSP1,Tajikistan,1955,Male,762,871.3
SSP1,Tajikistan,1960,Male,762,1016.7
SSP1,Tajikistan,1965,Male,762,1216.4
SSP1,Tajikistan,1970,Male,762,1424.9
SSP1,Tajikistan,1975,Male,762,1658.9
SSP1,Tajikistan,1980,Male,762,1932.2
SSP1,Tajikistan,1985,Male,762,2260.2
SSP1,Tajikistan,1990,Male,762,2634
SSP1,Tajikistan,1995,Male,762,2886.4
SSP1,Tajikistan,2000,Male,762,3096.2
SSP1,Tajikistan,2005,Male,762,3449.7
SSP1,Tajikistan,2010,Male,762,3852.4
SSP1,Tajikistan,2015,Male,762,4298.6
SSP1,Tajikistan,2020,Male,762,4694.3
SSP1,Tajikistan,2025,Male,762,5016.4
SSP1,Tajikistan,2030,Male,762,5270.1
SSP1,Tajikistan,2035,Male,762,5483.5
SSP1,Tajikistan,2040,Male,762,5670.8
SSP1,Tajikistan,2045,Male,762,5819.3
SSP1,Tajikistan,2050,Male,762,5912.9
SSP1,Tajikistan,2055,Male,762,5951.3
SSP1,Tajikistan,2060,Male,762,5944.4
SSP1,Tajikistan,2065,Male,762,5900.4
SSP1,Tajikistan,2070,Male,762,5820.7
SSP1,Tajikistan,2075,Male,762,5702.7
SSP1,Tajikistan,2080,Male,762,5546.3
SSP1,Tajikistan,2085,Male,762,5355.9
SSP1,Tajikistan,2090,Male,762,5140.1
SSP1,Tajikistan,2095,Male,762,4904.1
SSP1,Tajikistan,2100,Male,762,4649.2
SSP1,Thailand,1950,Male,764,10388.8
SSP1,Thailand,1955,Male,764,11872.2
SSP1,Thailand,1960,Male,764,13719
SSP1,Thailand,1965,Male,764,15939.4
SSP1,Thailand,1970,Male,764,18485.7
SSP1,Thailand,1975,Male,764,21217.6
SSP1,Thailand,1980,Male,764,23729.3
SSP1,Thailand,1985,Male,764,25944.5
SSP1,Thailand,1990,Male,764,28027.3
SSP1,Thailand,1995,Male,764,29489.3
SSP1,Thailand,2000,Male,764,31040
SSP1,Thailand,2005,Male,764,32200.3
SSP1,Thailand,2010,Male,764,33013.3
SSP1,Thailand,2015,Male,764,33525.5
SSP1,Thailand,2020,Male,764,33864.5
SSP1,Thailand,2025,Male,764,33965.8
SSP1,Thailand,2030,Male,764,33829.9
SSP1,Thailand,2035,Male,764,33480.7
SSP1,Thailand,2040,Male,764,32914.9
SSP1,Thailand,2045,Male,764,32160.8
SSP1,Thailand,2050,Male,764,31263
SSP1,Thailand,2055,Male,764,30284
SSP1,Thailand,2060,Male,764,29273.4
SSP1,Thailand,2065,Male,764,28279.2
SSP1,Thailand,2070,Male,764,27336
SSP1,Thailand,2075,Male,764,26486.3
SSP1,Thailand,2080,Male,764,25656.7
SSP1,Thailand,2085,Male,764,24829.8
SSP1,Thailand,2090,Male,764,23995.5
SSP1,Thailand,2095,Male,764,23159
SSP1,Thailand,2100,Male,764,22339.3
SSP1,The former Yugoslav Republic of Macedonia,1950,Male,807,629.6
SSP1,The former Yugoslav Republic of Macedonia,1955,Male,807,703.3
SSP1,The former Yugoslav Republic of Macedonia,1960,Male,807,753.4
SSP1,The former Yugoslav Republic of Macedonia,1965,Male,807,806.4
SSP1,The former Yugoslav Republic of Macedonia,1970,Male,807,873
SSP1,The former Yugoslav Republic of Macedonia,1975,Male,807,915
SSP1,The former Yugoslav Republic of Macedonia,1980,Male,807,975.1
SSP1,The former Yugoslav Republic of Macedonia,1985,Male,807,1000.5
SSP1,The former Yugoslav Republic of Macedonia,1990,Male,807,1004.1
SSP1,The former Yugoslav Republic of Macedonia,1995,Male,807,984.1
SSP1,The former Yugoslav Republic of Macedonia,2000,Male,807,1009.8
SSP1,The former Yugoslav Republic of Macedonia,2005,Male,807,1019.6
SSP1,The former Yugoslav Republic of Macedonia,2010,Male,807,1025.7
SSP1,The former Yugoslav Republic of Macedonia,2015,Male,807,1039.6
SSP1,The former Yugoslav Republic of Macedonia,2020,Male,807,1025.7
SSP1,The former Yugoslav Republic of Macedonia,2025,Male,807,1007.1
SSP1,The former Yugoslav Republic of Macedonia,2030,Male,807,983.2
SSP1,The former Yugoslav Republic of Macedonia,2035,Male,807,954.4
SSP1,The former Yugoslav Republic of Macedonia,2040,Male,807,922.2
SSP1,The former Yugoslav Republic of Macedonia,2045,Male,807,888.3
SSP1,The former Yugoslav Republic of Macedonia,2050,Male,807,853.5
SSP1,The former Yugoslav Republic of Macedonia,2055,Male,807,817.7
SSP1,The former Yugoslav Republic of Macedonia,2060,Male,807,780.9
SSP1,The former Yugoslav Republic of Macedonia,2065,Male,807,742.3
SSP1,The former Yugoslav Republic of Macedonia,2070,Male,807,702.8
SSP1,The former Yugoslav Republic of Macedonia,2075,Male,807,663.3
SSP1,The former Yugoslav Republic of Macedonia,2080,Male,807,624.8
SSP1,The former Yugoslav Republic of Macedonia,2085,Male,807,588.1
SSP1,The former Yugoslav Republic of Macedonia,2090,Male,807,553.7
SSP1,The former Yugoslav Republic of Macedonia,2095,Male,807,522
SSP1,The former Yugoslav Republic of Macedonia,2100,Male,807,493
SSP1,Timor-Leste,1950,Male,626,219.4
SSP1,Timor-Leste,1955,Male,626,233.8
SSP1,Timor-Leste,1960,Male,626,252.9
SSP1,Timor-Leste,1965,Male,626,277.1
SSP1,Timor-Leste,1970,Male,626,306.2
SSP1,Timor-Leste,1975,Male,626,336.5
SSP1,Timor-Leste,1980,Male,626,297.1
SSP1,Timor-Leste,1985,Male,626,335.8
SSP1,Timor-Leste,1990,Male,626,374.3
SSP1,Timor-Leste,1995,Male,626,435.6
SSP1,Timor-Leste,2000,Male,626,437.4
SSP1,Timor-Leste,2005,Male,626,515.5
SSP1,Timor-Leste,2010,Male,626,572
SSP1,Timor-Leste,2015,Male,626,630.1
SSP1,Timor-Leste,2020,Male,626,702.7
SSP1,Timor-Leste,2025,Male,626,770
SSP1,Timor-Leste,2030,Male,626,832.5
SSP1,Timor-Leste,2035,Male,626,889.9
SSP1,Timor-Leste,2040,Male,626,941.5
SSP1,Timor-Leste,2045,Male,626,985.7
SSP1,Timor-Leste,2050,Male,626,1020.4
SSP1,Timor-Leste,2055,Male,626,1044.7
SSP1,Timor-Leste,2060,Male,626,1059.9
SSP1,Timor-Leste,2065,Male,626,1066.7
SSP1,Timor-Leste,2070,Male,626,1065
SSP1,Timor-Leste,2075,Male,626,1053.9
SSP1,Timor-Leste,2080,Male,626,1032.9
SSP1,Timor-Leste,2085,Male,626,1002
SSP1,Timor-Leste,2090,Male,626,962
SSP1,Timor-Leste,2095,Male,626,914.6
SSP1,Timor-Leste,2100,Male,626,861.7
SSP1,Togo,1950,Male,768,687.8
SSP1,Togo,1955,Male,768,725.9
SSP1,Togo,1960,Male,768,778.8
SSP1,Togo,1965,Male,768,842.5
SSP1,Togo,1970,Male,768,1043.9
SSP1,Togo,1975,Male,768,1190.1
SSP1,Togo,1980,Male,768,1344
SSP1,Togo,1985,Male,768,1607.5
SSP1,Togo,1990,Male,768,1868.1
SSP1,Togo,1995,Male,768,2086.4
SSP1,Togo,2000,Male,768,2381.7
SSP1,Togo,2005,Male,768,2742.2
SSP1,Togo,2010,Male,768,3161.7
SSP1,Togo,2015,Male,768,3695.7
SSP1,Togo,2020,Male,768,4072
SSP1,Togo,2025,Male,768,4352
SSP1,Togo,2030,Male,768,4569.2
SSP1,Togo,2035,Male,768,4754.5
SSP1,Togo,2040,Male,768,4915.2
SSP1,Togo,2045,Male,768,5046
SSP1,Togo,2050,Male,768,5136.6
SSP1,Togo,2055,Male,768,5182.2
SSP1,Togo,2060,Male,768,5181.6
SSP1,Togo,2065,Male,768,5143.5
SSP1,Togo,2070,Male,768,5076.7
SSP1,Togo,2075,Male,768,4984.3
SSP1,Togo,2080,Male,768,4866.5
SSP1,Togo,2085,Male,768,4723.5
SSP1,Togo,2090,Male,768,4553.3
SSP1,Togo,2095,Male,768,4358
SSP1,Togo,2100,Male,768,4143.8
SSP1,Tonga,1950,Male,776,24
SSP1,Tonga,1955,Male,776,28
SSP1,Tonga,1960,Male,776,31.3
SSP1,Tonga,1965,Male,776,37.9
SSP1,Tonga,1970,Male,776,43.2
SSP1,Tonga,1975,Male,776,45.2
SSP1,Tonga,1980,Male,776,47.4
SSP1,Tonga,1985,Male,776,47.5
SSP1,Tonga,1990,Male,776,48.2
SSP1,Tonga,1995,Male,776,48.7
SSP1,Tonga,2000,Male,776,49.9
SSP1,Tonga,2005,Male,776,50.7
SSP1,Tonga,2010,Male,776,52.2
SSP1,Tonga,2015,Male,776,53.3
SSP1,Tonga,2020,Male,776,53.3
SSP1,Tonga,2025,Male,776,52.4
SSP1,Tonga,2030,Male,776,51.2
SSP1,Tonga,2035,Male,776,49.9
SSP1,Tonga,2040,Male,776,48.5
SSP1,Tonga,2045,Male,776,46.7
SSP1,Tonga,2050,Male,776,44.4
SSP1,Tonga,2055,Male,776,41.7
SSP1,Tonga,2060,Male,776,38.9
SSP1,Tonga,2065,Male,776,35.9
SSP1,Tonga,2070,Male,776,33.1
SSP1,Tonga,2075,Male,776,30.3
SSP1,Tonga,2080,Male,776,27.6
SSP1,Tonga,2085,Male,776,25
SSP1,Tonga,2090,Male,776,22.4
SSP1,Tonga,2095,Male,776,19.9
SSP1,Tonga,2100,Male,776,17.4
SSP1,Trinidad and Tobago,1950,Male,780,324
SSP1,Trinidad and Tobago,1955,Male,780,371.7
SSP1,Trinidad and Tobago,1960,Male,780,425.8
SSP1,Trinidad and Tobago,1965,Male,780,455.1
SSP1,Trinidad and Tobago,1970,Male,780,469.6
SSP1,Trinidad and Tobago,1975,Male,780,501.8
SSP1,Trinidad and Tobago,1980,Male,780,539.3
SSP1,Trinidad and Tobago,1985,Male,780,582.2
SSP1,Trinidad and Tobago,1990,Male,780,608.6
SSP1,Trinidad and Tobago,1995,Male,780,624.9
SSP1,Trinidad and Tobago,2000,Male,780,630.6
SSP1,Trinidad and Tobago,2005,Male,780,642.9
SSP1,Trinidad and Tobago,2010,Male,780,657.3
SSP1,Trinidad and Tobago,2015,Male,780,671.2
SSP1,Trinidad and Tobago,2020,Male,780,661.9
