"e0","year","isono","sexno","ageno","eduno"
82.2,2030,52,2,0,0
77.2,2030,52,1,0,0
73.8,2030,524,2,0,0
70.3,2030,524,1,0,0
87,2030,528,2,0,0
83.4,2030,528,1,0,0
83.4,2030,531,2,0,0
78.3,2030,531,1,0,0
81.7,2030,533,2,0,0
76.9,2030,533,1,0,0
83.1,2030,540,2,0,0
77.5,2030,540,1,0,0
75.4,2030,548,2,0,0
70.9,2030,548,1,0,0
86.8,2030,554,2,0,0
83.4,2030,554,1,0,0
81.3,2030,558,2,0,0
75.4,2030,558,1,0,0
86.9,2030,56,2,0,0
82.1,2030,56,1,0,0
62.3,2030,562,2,0,0
59.8,2030,562,1,0,0
56,2030,566,2,0,0
53.8,2030,566,1,0,0
87.4,2030,578,2,0,0
83.6,2030,578,1,0,0
71.5,2030,583,2,0,0
68.7,2030,583,1,0,0
68.6,2030,586,2,0,0
66,2030,586,1,0,0
84.2,2030,591,2,0,0
78.2,2030,591,1,0,0
68.6,2030,598,2,0,0
63.6,2030,598,1,0,0
76.4,2030,600,2,0,0
72,2030,600,1,0,0
80.8,2030,604,2,0,0
75.3,2030,604,1,0,0
73.9,2030,608,2,0,0
67.1,2030,608,1,0,0
84.6,2030,616,2,0,0
77.1,2030,616,1,0,0
87.3,2030,620,2,0,0
81.6,2030,620,1,0,0
60.1,2030,624,2,0,0
56.2,2030,624,1,0,0
70.5,2030,626,2,0,0
66.6,2030,626,1,0,0
87.1,2030,630,2,0,0
79.7,2030,630,1,0,0
83.1,2030,634,2,0,0
80.8,2030,634,1,0,0
86.6,2030,638,2,0,0
80.2,2030,638,1,0,0
74.9,2030,64,2,0,0
73.5,2030,64,1,0,0
82,2030,642,2,0,0
75.3,2030,642,1,0,0
79.7,2030,643,2,0,0
69.2,2030,643,1,0,0
69.2,2030,646,2,0,0
64.8,2030,646,1,0,0
81.5,2030,662,2,0,0
76.1,2030,662,1,0,0
78.9,2030,670,2,0,0
74.5,2030,670,1,0,0
69.3,2030,678,2,0,0
64.9,2030,678,1,0,0
72.4,2030,68,2,0,0
67.4,2030,68,1,0,0
77.7,2030,682,2,0,0
74.5,2030,682,1,0,0
70,2030,686,2,0,0
66,2030,686,1,0,0
81.3,2030,688,2,0,0
75.9,2030,688,1,0,0
80.7,2030,690,2,0,0
72.2,2030,690,1,0,0
54.6,2030,694,2,0,0
52.7,2030,694,1,0,0
82.7,2030,70,2,0,0
77.8,2030,70,1,0,0
88.1,2030,702,2,0,0
83.9,2030,702,1,0,0
83.5,2030,703,2,0,0
76.7,2030,703,1,0,0
83.9,2030,704,2,0,0
75.5,2030,704,1,0,0
86.9,2030,705,2,0,0
81.1,2030,705,1,0,0
59.6,2030,706,2,0,0
55.9,2030,706,1,0,0
68.8,2030,710,2,0,0
62.2,2030,710,1,0,0
63.8,2030,716,2,0,0
59.6,2030,716,1,0,0
71.2,2030,72,2,0,0
66.5,2030,72,1,0,0
89.1,2030,724,2,0,0
83.7,2030,724,1,0,0
62.8,2030,728,2,0,0
59.9,2030,728,1,0,0
66.9,2030,729,2,0,0
62.7,2030,729,1,0,0
75.4,2030,732,2,0,0
71,2030,732,1,0,0
78,2030,740,2,0,0
71.7,2030,740,1,0,0
61,2030,748,2,0,0
55.1,2030,748,1,0,0
87.6,2030,752,2,0,0
84.1,2030,752,1,0,0
88.6,2030,756,2,0,0
84.8,2030,756,1,0,0
82.3,2030,76,2,0,0
75.3,2030,76,1,0,0
78.9,2030,760,2,0,0
68.3,2030,760,1,0,0
74.6,2030,762,2,0,0
68.7,2030,762,1,0,0
81.1,2030,764,2,0,0
73.9,2030,764,1,0,0
62.7,2030,768,2,0,0
60.4,2030,768,1,0,0
77.4,2030,776,2,0,0
71.5,2030,776,1,0,0
77.8,2030,780,2,0,0
71,2030,780,1,0,0
82.1,2030,784,2,0,0
79.8,2030,784,1,0,0
81,2030,788,2,0,0
76.8,2030,788,1,0,0
81.7,2030,792,2,0,0
75.6,2030,792,1,0,0
74.3,2030,795,2,0,0
67.5,2030,795,1,0,0
83.8,2030,8,2,0,0
79.4,2030,8,1,0,0
62.9,2030,800,2,0,0
58.4,2030,800,1,0,0
79.8,2030,804,2,0,0
70.4,2030,804,1,0,0
81.1,2030,807,2,0,0
77,2030,807,1,0,0
77.2,2030,818,2,0,0
72.7,2030,818,1,0,0
86.6,2030,826,2,0,0
82.9,2030,826,1,0,0
86.2,2030,830,2,0,0
82.7,2030,830,1,0,0
68.4,2030,834,2,0,0
64.9,2030,834,1,0,0
75.8,2030,84,2,0,0
70.5,2030,84,1,0,0
85,2030,840,2,0,0
80.3,2030,840,1,0,0
85.7,2030,850,2,0,0
81,2030,850,1,0,0
62.7,2030,854,2,0,0
60.6,2030,854,1,0,0
84.3,2030,858,2,0,0
77.5,2030,858,1,0,0
77,2030,860,2,0,0
71.5,2030,860,1,0,0
82.1,2030,862,2,0,0
74.3,2030,862,1,0,0
79.2,2030,882,2,0,0
73.1,2030,882,1,0,0
67.7,2030,887,2,0,0
64.3,2030,887,1,0,0
64.4,2030,894,2,0,0
59,2030,894,1,0,0
72.5,2030,90,2,0,0
69.1,2030,90,1,0,0
82.9,2030,96,2,0,0
79.4,2030,96,1,0,0
82.5,2035,100,2,0,0
75.9,2035,100,1,0,0
72.4,2035,104,2,0,0
67.5,2035,104,1,0,0
60.9,2035,108,2,0,0
57.2,2035,108,1,0,0
82.4,2035,112,2,0,0
72.4,2035,112,1,0,0
74.9,2035,116,2,0,0
70.4,2035,116,1,0,0
81.3,2035,12,2,0,0
78.4,2035,12,1,0,0
60.8,2035,120,2,0,0
58,2035,120,1,0,0
88.7,2035,124,2,0,0
84.7,2035,124,1,0,0
80.1,2035,132,2,0,0
75.6,2035,132,1,0,0
57.2,2035,140,2,0,0
52.8,2035,140,1,0,0
82.9,2035,144,2,0,0
76.5,2035,144,1,0,0
56.9,2035,148,2,0,0
53.6,2035,148,1,0,0
86.8,2035,152,2,0,0
81.6,2035,152,1,0,0
81.8,2035,156,2,0,0
78.5,2035,156,1,0,0
85.6,2035,158,2,0,0
81.5,2035,158,1,0,0
82.5,2035,170,2,0,0
75.4,2035,170,1,0,0
65.8,2035,174,2,0,0
62,2035,174,1,0,0
85.2,2035,175,2,0,0
78.8,2035,175,1,0,0
67,2035,178,2,0,0
63.3,2035,178,1,0,0
61.5,2035,180,2,0,0
57.9,2035,180,1,0,0
86.5,2035,188,2,0,0
81.5,2035,188,1,0,0
85.3,2035,191,2,0,0
79.1,2035,191,1,0,0
86.2,2035,192,2,0,0
81.8,2035,192,1,0,0
87.1,2035,196,2,0,0
82.9,2035,196,1,0,0
86,2035,203,2,0,0
80.2,2035,203,1,0,0
64.5,2035,204,2,0,0
60.9,2035,204,1,0,0
86.8,2035,208,2,0,0
82.8,2035,208,1,0,0
81.4,2035,214,2,0,0
75.3,2035,214,1,0,0
83.6,2035,218,2,0,0
78.1,2035,218,1,0,0
82.3,2035,222,2,0,0
73.2,2035,222,1,0,0
60.6,2035,226,2,0,0
57.3,2035,226,1,0,0
68.6,2035,231,2,0,0
64.5,2035,231,1,0,0
68.8,2035,232,2,0,0
64.2,2035,232,1,0,0
85.6,2035,233,2,0,0
76.9,2035,233,1,0,0
64.8,2035,24,2,0,0
59.3,2035,24,1,0,0
77.8,2035,242,2,0,0
71.9,2035,242,1,0,0
88.5,2035,246,2,0,0
83,2035,246,1,0,0
90,2035,250,2,0,0
84.2,2035,250,1,0,0
84.5,2035,254,2,0,0
78.5,2035,254,1,0,0
83.2,2035,258,2,0,0
78.5,2035,258,1,0,0
65.5,2035,262,2,0,0
61.7,2035,262,1,0,0
68.9,2035,266,2,0,0
65.2,2035,266,1,0,0
82,2035,268,2,0,0
74.2,2035,268,1,0,0
64.5,2035,270,2,0,0
61.2,2035,270,1,0,0
77.5,2035,275,2,0,0
73.5,2035,275,1,0,0
87.9,2035,276,2,0,0
83.3,2035,276,1,0,0
81.6,2035,28,2,0,0
77.1,2035,28,1,0,0
66,2035,288,2,0,0
63.4,2035,288,1,0,0
70.5,2035,296,2,0,0
63,2035,296,1,0,0
88.3,2035,300,2,0,0
83.4,2035,300,1,0,0
80.8,2035,308,2,0,0
76.1,2035,308,1,0,0
78.9,2035,31,2,0,0
73,2035,31,1,0,0
88.9,2035,312,2,0,0
82.6,2035,312,1,0,0
85.7,2035,316,2,0,0
81,2035,316,1,0,0
84.7,2035,32,2,0,0
77.3,2035,32,1,0,0
77.8,2035,320,2,0,0
71.3,2035,320,1,0,0
63,2035,324,2,0,0
60.9,2035,324,1,0,0
74,2035,328,2,0,0
69.1,2035,328,1,0,0
66.8,2035,332,2,0,0
62.3,2035,332,1,0,0
78,2035,340,2,0,0
72.8,2035,340,1,0,0
91.1,2035,344,2,0,0
85.1,2035,344,1,0,0
83.5,2035,348,2,0,0
76.5,2035,348,1,0,0
88.7,2035,352,2,0,0
85.6,2035,352,1,0,0
74.2,2035,356,2,0,0
70.9,2035,356,1,0,0
89.3,2035,36,2,0,0
85.4,2035,36,1,0,0
75.8,2035,360,2,0,0
71.4,2035,360,1,0,0
82.3,2035,364,2,0,0
79.5,2035,364,1,0,0
74.8,2035,368,2,0,0
70,2035,368,1,0,0
87.7,2035,372,2,0,0
83.6,2035,372,1,0,0
88.4,2035,376,2,0,0
84.6,2035,376,1,0,0
89.7,2035,380,2,0,0
85.1,2035,380,1,0,0
58.7,2035,384,2,0,0
55.3,2035,384,1,0,0
82.4,2035,388,2,0,0
77.7,2035,388,1,0,0
91.4,2035,392,2,0,0
84.8,2035,392,1,0,0
78.9,2035,398,2,0,0
70,2035,398,1,0,0
65.4,2035,4,2,0,0
62.5,2035,4,1,0,0
88.4,2035,40,2,0,0
83.7,2035,40,1,0,0
77.9,2035,400,2,0,0
74.3,2035,400,1,0,0
68.8,2035,404,2,0,0
64.1,2035,404,1,0,0
79.3,2035,408,2,0,0
72.2,2035,408,1,0,0
89.2,2035,410,2,0,0
83,2035,410,1,0,0
80.7,2035,414,2,0,0
78.2,2035,414,1,0,0
78.8,2035,417,2,0,0
71.3,2035,417,1,0,0
69.5,2035,418,2,0,0
65.9,2035,418,1,0,0
84.3,2035,422,2,0,0
80.7,2035,422,1,0,0
57.3,2035,426,2,0,0
52.9,2035,426,1,0,0
83.5,2035,428,2,0,0
74.5,2035,428,1,0,0
65.1,2035,430,2,0,0
62.4,2035,430,1,0,0
80.4,2035,434,2,0,0
74.8,2035,434,1,0,0
82.9,2035,44,2,0,0
76.8,2035,44,1,0,0
84,2035,440,2,0,0
74.2,2035,440,1,0,0
88.2,2035,442,2,0,0
83.9,2035,442,1,0,0
90.5,2035,446,2,0,0
84.8,2035,446,1,0,0
70.2,2035,450,2,0,0
66.7,2035,450,1,0,0
66.3,2035,454,2,0,0
61.4,2035,454,1,0,0
82.1,2035,458,2,0,0
77.6,2035,458,1,0,0
85,2035,462,2,0,0
82.3,2035,462,1,0,0
61.1,2035,466,2,0,0
58.9,2035,466,1,0,0
86.9,2035,470,2,0,0
83.3,2035,470,1,0,0
89,2035,474,2,0,0
82.9,2035,474,1,0,0
66.8,2035,478,2,0,0
63.3,2035,478,1,0,0
82.3,2035,48,2,0,0
80.1,2035,48,1,0,0
82.6,2035,480,2,0,0
76,2035,480,1,0,0
84.1,2035,484,2,0,0
79.3,2035,484,1,0,0
77,2035,496,2,0,0
69.2,2035,496,1,0,0
79.6,2035,498,2,0,0
71.8,2035,498,1,0,0
84,2035,499,2,0,0
79.2,2035,499,1,0,0
78.6,2035,50,2,0,0
75.1,2035,50,1,0,0
80.8,2035,504,2,0,0
77.8,2035,504,1,0,0
62,2035,508,2,0,0
57.7,2035,508,1,0,0
81.8,2035,51,2,0,0
75.6,2035,51,1,0,0
83.7,2035,512,2,0,0
79.4,2035,512,1,0,0
67.7,2035,516,2,0,0
62.3,2035,516,1,0,0
83.4,2035,52,2,0,0
78.4,2035,52,1,0,0
74.4,2035,524,2,0,0
70.9,2035,524,1,0,0
88,2035,528,2,0,0
84.4,2035,528,1,0,0
84,2035,531,2,0,0
79.3,2035,531,1,0,0
82.9,2035,533,2,0,0
78.1,2035,533,1,0,0
84.1,2035,540,2,0,0
78.5,2035,540,1,0,0
75.8,2035,548,2,0,0
71.3,2035,548,1,0,0
87.9,2035,554,2,0,0
84.4,2035,554,1,0,0
82.2,2035,558,2,0,0
76.3,2035,558,1,0,0
88,2035,56,2,0,0
83.2,2035,56,1,0,0
62.6,2035,562,2,0,0
60.1,2035,562,1,0,0
56.5,2035,566,2,0,0
54.2,2035,566,1,0,0
88.5,2035,578,2,0,0
84.6,2035,578,1,0,0
72,2035,583,2,0,0
69.1,2035,583,1,0,0
69,2035,586,2,0,0
66.3,2035,586,1,0,0
85.2,2035,591,2,0,0
79.2,2035,591,1,0,0
68.8,2035,598,2,0,0
63.8,2035,598,1,0,0
76.9,2035,600,2,0,0
72.4,2035,600,1,0,0
81.8,2035,604,2,0,0
76.3,2035,604,1,0,0
74.4,2035,608,2,0,0
67.8,2035,608,1,0,0
85.6,2035,616,2,0,0
78.1,2035,616,1,0,0
88.3,2035,620,2,0,0
82.6,2035,620,1,0,0
60.3,2035,624,2,0,0
56.3,2035,624,1,0,0
70.4,2035,626,2,0,0
66.4,2035,626,1,0,0
88.1,2035,630,2,0,0
80.8,2035,630,1,0,0
84.1,2035,634,2,0,0
81.9,2035,634,1,0,0
87.6,2035,638,2,0,0
81.2,2035,638,1,0,0
76.2,2035,64,2,0,0
74.5,2035,64,1,0,0
83,2035,642,2,0,0
76.4,2035,642,1,0,0
80.6,2035,643,2,0,0
70.4,2035,643,1,0,0
69.1,2035,646,2,0,0
64.7,2035,646,1,0,0
82.5,2035,662,2,0,0
77.1,2035,662,1,0,0
80,2035,670,2,0,0
75.6,2035,670,1,0,0
69.6,2035,678,2,0,0
65.1,2035,678,1,0,0
72.7,2035,68,2,0,0
67.7,2035,68,1,0,0
78.2,2035,682,2,0,0
75,2035,682,1,0,0
70.3,2035,686,2,0,0
66.2,2035,686,1,0,0
82.3,2035,688,2,0,0
77,2035,688,1,0,0
81.3,2035,690,2,0,0
73.2,2035,690,1,0,0
55.2,2035,694,2,0,0
53.2,2035,694,1,0,0
83.8,2035,70,2,0,0
78.8,2035,70,1,0,0
89,2035,702,2,0,0
84.8,2035,702,1,0,0
84.5,2035,703,2,0,0
77.8,2035,703,1,0,0
84.8,2035,704,2,0,0
76.7,2035,704,1,0,0
87.9,2035,705,2,0,0
82.1,2035,705,1,0,0
60.1,2035,706,2,0,0
56.3,2035,706,1,0,0
69.4,2035,710,2,0,0
62.9,2035,710,1,0,0
64,2035,716,2,0,0
59.8,2035,716,1,0,0
71.4,2035,72,2,0,0
66.8,2035,72,1,0,0
90.2,2035,724,2,0,0
84.8,2035,724,1,0,0
64,2035,728,2,0,0
60.7,2035,728,1,0,0
67.1,2035,729,2,0,0
62.6,2035,729,1,0,0
76.3,2035,732,2,0,0
71.7,2035,732,1,0,0
79.1,2035,740,2,0,0
72.9,2035,740,1,0,0
61.1,2035,748,2,0,0
55.3,2035,748,1,0,0
88.6,2035,752,2,0,0
85.1,2035,752,1,0,0
89.7,2035,756,2,0,0
85.8,2035,756,1,0,0
83.3,2035,76,2,0,0
76.3,2035,76,1,0,0
79.5,2035,760,2,0,0
69.4,2035,760,1,0,0
74.9,2035,762,2,0,0
69.1,2035,762,1,0,0
81.7,2035,764,2,0,0
74.6,2035,764,1,0,0
63.3,2035,768,2,0,0
60.8,2035,768,1,0,0
77.9,2035,776,2,0,0
72.2,2035,776,1,0,0
79,2035,780,2,0,0
72.3,2035,780,1,0,0
83.2,2035,784,2,0,0
80.8,2035,784,1,0,0
81.9,2035,788,2,0,0
77.7,2035,788,1,0,0
82.5,2035,792,2,0,0
76.5,2035,792,1,0,0
75.3,2035,795,2,0,0
68.6,2035,795,1,0,0
84.9,2035,8,2,0,0
80.4,2035,8,1,0,0
63.2,2035,800,2,0,0
58.7,2035,800,1,0,0
80.7,2035,804,2,0,0
71.6,2035,804,1,0,0
82.2,2035,807,2,0,0
78.1,2035,807,1,0,0
78.3,2035,818,2,0,0
73.8,2035,818,1,0,0
87.6,2035,826,2,0,0
83.9,2035,826,1,0,0
87.2,2035,830,2,0,0
83.8,2035,830,1,0,0
68.6,2035,834,2,0,0
65,2035,834,1,0,0
76.6,2035,84,2,0,0
71.5,2035,84,1,0,0
86,2035,840,2,0,0
81.3,2035,840,1,0,0
86.9,2035,850,2,0,0
82.1,2035,850,1,0,0
63.2,2035,854,2,0,0
61,2035,854,1,0,0
85.4,2035,858,2,0,0
78.6,2035,858,1,0,0
78,2035,860,2,0,0
72.5,2035,860,1,0,0
83.1,2035,862,2,0,0
75.5,2035,862,1,0,0
79.6,2035,882,2,0,0
73.6,2035,882,1,0,0
68.2,2035,887,2,0,0
64.6,2035,887,1,0,0
64.3,2035,894,2,0,0
59,2035,894,1,0,0
72.6,2035,90,2,0,0
69,2035,90,1,0,0
84.1,2035,96,2,0,0
80.6,2035,96,1,0,0
83.6,2040,100,2,0,0
77,2040,100,1,0,0
73.2,2040,104,2,0,0
68.3,2040,104,1,0,0
61.2,2040,108,2,0,0
57.6,2040,108,1,0,0
83.4,2040,112,2,0,0
73.6,2040,112,1,0,0
75.8,2040,116,2,0,0
71.2,2040,116,1,0,0
82.2,2040,12,2,0,0
79.2,2040,12,1,0,0
61.2,2040,120,2,0,0
58.2,2040,120,1,0,0
89.8,2040,124,2,0,0
85.8,2040,124,1,0,0
81.3,2040,132,2,0,0
76.7,2040,132,1,0,0
57.9,2040,140,2,0,0
53.3,2040,140,1,0,0
84,2040,144,2,0,0
77.6,2040,144,1,0,0
57.5,2040,148,2,0,0
54.1,2040,148,1,0,0
87.9,2040,152,2,0,0
82.7,2040,152,1,0,0
82.7,2040,156,2,0,0
79.4,2040,156,1,0,0
86.2,2040,158,2,0,0
82.3,2040,158,1,0,0
83.6,2040,170,2,0,0
76.6,2040,170,1,0,0
65.9,2040,174,2,0,0
62,2040,174,1,0,0
85.7,2040,175,2,0,0
79.3,2040,175,1,0,0
67.2,2040,178,2,0,0
63.3,2040,178,1,0,0
61.6,2040,180,2,0,0
57.9,2040,180,1,0,0
87.5,2040,188,2,0,0
82.4,2040,188,1,0,0
86.3,2040,191,2,0,0
80.2,2040,191,1,0,0
87.2,2040,192,2,0,0
82.8,2040,192,1,0,0
88.2,2040,196,2,0,0
83.9,2040,196,1,0,0
87,2040,203,2,0,0
81.2,2040,203,1,0,0
65,2040,204,2,0,0
61.3,2040,204,1,0,0
87.8,2040,208,2,0,0
83.7,2040,208,1,0,0
82.4,2040,214,2,0,0
76.4,2040,214,1,0,0
84.7,2040,218,2,0,0
79.2,2040,218,1,0,0
83.3,2040,222,2,0,0
74.2,2040,222,1,0,0
61,2040,226,2,0,0
57.6,2040,226,1,0,0
68.8,2040,231,2,0,0
64.7,2040,231,1,0,0
69.1,2040,232,2,0,0
64.4,2040,232,1,0,0
86.5,2040,233,2,0,0
77.9,2040,233,1,0,0
64.9,2040,24,2,0,0
59.4,2040,24,1,0,0
78.8,2040,242,2,0,0
73,2040,242,1,0,0
89.6,2040,246,2,0,0
84,2040,246,1,0,0
91,2040,250,2,0,0
85.3,2040,250,1,0,0
85,2040,254,2,0,0
79,2040,254,1,0,0
84.2,2040,258,2,0,0
79.4,2040,258,1,0,0
65.8,2040,262,2,0,0
62,2040,262,1,0,0
69.1,2040,266,2,0,0
65.4,2040,266,1,0,0
83.1,2040,268,2,0,0
75.5,2040,268,1,0,0
65,2040,270,2,0,0
61.5,2040,270,1,0,0
78,2040,275,2,0,0
74.1,2040,275,1,0,0
89,2040,276,2,0,0
84.4,2040,276,1,0,0
82.2,2040,28,2,0,0
78,2040,28,1,0,0
66.6,2040,288,2,0,0
63.9,2040,288,1,0,0
70.6,2040,296,2,0,0
62.9,2040,296,1,0,0
89.4,2040,300,2,0,0
84.4,2040,300,1,0,0
82,2040,308,2,0,0
77.3,2040,308,1,0,0
79.9,2040,31,2,0,0
74.1,2040,31,1,0,0
89.9,2040,312,2,0,0
83.7,2040,312,1,0,0
86.6,2040,316,2,0,0
81.9,2040,316,1,0,0
85.7,2040,32,2,0,0
78.4,2040,32,1,0,0
78.2,2040,320,2,0,0
71.6,2040,320,1,0,0
63.5,2040,324,2,0,0
61.1,2040,324,1,0,0
75.2,2040,328,2,0,0
70.2,2040,328,1,0,0
67,2040,332,2,0,0
62.6,2040,332,1,0,0
78.5,2040,340,2,0,0
73.3,2040,340,1,0,0
92.1,2040,344,2,0,0
86.1,2040,344,1,0,0
84.5,2040,348,2,0,0
77.4,2040,348,1,0,0
89.8,2040,352,2,0,0
86.6,2040,352,1,0,0
75.2,2040,356,2,0,0
71.8,2040,356,1,0,0
90.4,2040,36,2,0,0
86.4,2040,36,1,0,0
76.9,2040,360,2,0,0
72.5,2040,360,1,0,0
83.6,2040,364,2,0,0
80.6,2040,364,1,0,0
75.5,2040,368,2,0,0
70.7,2040,368,1,0,0
88.8,2040,372,2,0,0
84.6,2040,372,1,0,0
89.4,2040,376,2,0,0
85.5,2040,376,1,0,0
90.7,2040,380,2,0,0
86.1,2040,380,1,0,0
59.5,2040,384,2,0,0
55.9,2040,384,1,0,0
83.3,2040,388,2,0,0
78.7,2040,388,1,0,0
92.5,2040,392,2,0,0
85.9,2040,392,1,0,0
79.9,2040,398,2,0,0
71.2,2040,398,1,0,0
65.4,2040,4,2,0,0
62.4,2040,4,1,0,0
89.5,2040,40,2,0,0
84.8,2040,40,1,0,0
78.5,2040,400,2,0,0
74.8,2040,400,1,0,0
68.8,2040,404,2,0,0
64,2040,404,1,0,0
80.4,2040,408,2,0,0
73.2,2040,408,1,0,0
90.1,2040,410,2,0,0
84,2040,410,1,0,0
81.9,2040,414,2,0,0
79.3,2040,414,1,0,0
79.7,2040,417,2,0,0
72.4,2040,417,1,0,0
69.8,2040,418,2,0,0
66.1,2040,418,1,0,0
85,2040,422,2,0,0
81.3,2040,422,1,0,0
57.5,2040,426,2,0,0
53.1,2040,426,1,0,0
84.5,2040,428,2,0,0
75.6,2040,428,1,0,0
65.4,2040,430,2,0,0
62.5,2040,430,1,0,0
81.7,2040,434,2,0,0
76.1,2040,434,1,0,0
83.9,2040,44,2,0,0
77.9,2040,44,1,0,0
85,2040,440,2,0,0
75.4,2040,440,1,0,0
89.2,2040,442,2,0,0
84.9,2040,442,1,0,0
91.4,2040,446,2,0,0
85.8,2040,446,1,0,0
70.8,2040,450,2,0,0
67.3,2040,450,1,0,0
66.4,2040,454,2,0,0
61.6,2040,454,1,0,0
83.2,2040,458,2,0,0
78.7,2040,458,1,0,0
86.4,2040,462,2,0,0
83.6,2040,462,1,0,0
61.6,2040,466,2,0,0
59.2,2040,466,1,0,0
88,2040,470,2,0,0
84.3,2040,470,1,0,0
89.9,2040,474,2,0,0
83.9,2040,474,1,0,0
67.4,2040,478,2,0,0
63.7,2040,478,1,0,0
83.3,2040,48,2,0,0
81.1,2040,48,1,0,0
83.6,2040,480,2,0,0
77.2,2040,480,1,0,0
85.2,2040,484,2,0,0
80.4,2040,484,1,0,0
77.9,2040,496,2,0,0
70.2,2040,496,1,0,0
80.6,2040,498,2,0,0
72.9,2040,498,1,0,0
85.1,2040,499,2,0,0
80.3,2040,499,1,0,0
79.5,2040,50,2,0,0
76,2040,50,1,0,0
81.7,2040,504,2,0,0
78.5,2040,504,1,0,0
62.2,2040,508,2,0,0
57.9,2040,508,1,0,0
82.8,2040,51,2,0,0
76.7,2040,51,1,0,0
84.6,2040,512,2,0,0
80.3,2040,512,1,0,0
67.8,2040,516,2,0,0
62.5,2040,516,1,0,0
84.7,2040,52,2,0,0
79.6,2040,52,1,0,0
75,2040,524,2,0,0
71.5,2040,524,1,0,0
89.1,2040,528,2,0,0
85.5,2040,528,1,0,0
84.6,2040,531,2,0,0
80.3,2040,531,1,0,0
84,2040,533,2,0,0
79.2,2040,533,1,0,0
85.1,2040,540,2,0,0
79.5,2040,540,1,0,0
76.2,2040,548,2,0,0
71.6,2040,548,1,0,0
88.9,2040,554,2,0,0
85.5,2040,554,1,0,0
83.1,2040,558,2,0,0
77.2,2040,558,1,0,0
89.1,2040,56,2,0,0
84.2,2040,56,1,0,0
63,2040,562,2,0,0
60.3,2040,562,1,0,0
57.1,2040,566,2,0,0
54.5,2040,566,1,0,0
89.6,2040,578,2,0,0
85.6,2040,578,1,0,0
72.5,2040,583,2,0,0
69.5,2040,583,1,0,0
69.4,2040,586,2,0,0
66.6,2040,586,1,0,0
86.2,2040,591,2,0,0
80.2,2040,591,1,0,0
69,2040,598,2,0,0
64,2040,598,1,0,0
77.4,2040,600,2,0,0
72.9,2040,600,1,0,0
82.7,2040,604,2,0,0
77.2,2040,604,1,0,0
74.9,2040,608,2,0,0
68.4,2040,608,1,0,0
86.6,2040,616,2,0,0
79.2,2040,616,1,0,0
89.3,2040,620,2,0,0
83.6,2040,620,1,0,0
60.6,2040,624,2,0,0
56.4,2040,624,1,0,0
70.3,2040,626,2,0,0
66.1,2040,626,1,0,0
89.2,2040,630,2,0,0
81.9,2040,630,1,0,0
85.1,2040,634,2,0,0
83,2040,634,1,0,0
88.5,2040,638,2,0,0
82.1,2040,638,1,0,0
77.5,2040,64,2,0,0
75.5,2040,64,1,0,0
84.1,2040,642,2,0,0
77.5,2040,642,1,0,0
81.6,2040,643,2,0,0
71.7,2040,643,1,0,0
69.1,2040,646,2,0,0
64.6,2040,646,1,0,0
83.5,2040,662,2,0,0
78.1,2040,662,1,0,0
81.1,2040,670,2,0,0
76.7,2040,670,1,0,0
69.9,2040,678,2,0,0
65.4,2040,678,1,0,0
72.9,2040,68,2,0,0
68,2040,68,1,0,0
78.7,2040,682,2,0,0
75.5,2040,682,1,0,0
70.7,2040,686,2,0,0
66.5,2040,686,1,0,0
83.4,2040,688,2,0,0
78.1,2040,688,1,0,0
81.9,2040,690,2,0,0
74.1,2040,690,1,0,0
55.9,2040,694,2,0,0
53.6,2040,694,1,0,0
84.8,2040,70,2,0,0
79.9,2040,70,1,0,0
89.9,2040,702,2,0,0
85.7,2040,702,1,0,0
85.6,2040,703,2,0,0
78.9,2040,703,1,0,0
85.7,2040,704,2,0,0
78,2040,704,1,0,0
88.9,2040,705,2,0,0
83,2040,705,1,0,0
60.5,2040,706,2,0,0
56.6,2040,706,1,0,0
70,2040,710,2,0,0
63.6,2040,710,1,0,0
64.3,2040,716,2,0,0
60,2040,716,1,0,0
71.7,2040,72,2,0,0
67.1,2040,72,1,0,0
91.2,2040,724,2,0,0
85.8,2040,724,1,0,0
64.8,2040,728,2,0,0
61.2,2040,728,1,0,0
67.2,2040,729,2,0,0
62.3,2040,729,1,0,0
77.1,2040,732,2,0,0
72.5,2040,732,1,0,0
80.2,2040,740,2,0,0
74.1,2040,740,1,0,0
61.2,2040,748,2,0,0
55.5,2040,748,1,0,0
89.7,2040,752,2,0,0
86.1,2040,752,1,0,0
90.8,2040,756,2,0,0
86.9,2040,756,1,0,0
84.3,2040,76,2,0,0
77.4,2040,76,1,0,0
80.1,2040,760,2,0,0
70.4,2040,760,1,0,0
75.2,2040,762,2,0,0
69.5,2040,762,1,0,0
82.3,2040,764,2,0,0
75.3,2040,764,1,0,0
63.9,2040,768,2,0,0
61.2,2040,768,1,0,0
78.5,2040,776,2,0,0
72.8,2040,776,1,0,0
80.1,2040,780,2,0,0
73.5,2040,780,1,0,0
84.2,2040,784,2,0,0
81.8,2040,784,1,0,0
82.9,2040,788,2,0,0
78.6,2040,788,1,0,0
83.3,2040,792,2,0,0
77.4,2040,792,1,0,0
76.3,2040,795,2,0,0
69.7,2040,795,1,0,0
85.9,2040,8,2,0,0
81.4,2040,8,1,0,0
63.5,2040,800,2,0,0
59,2040,800,1,0,0
