"e0","year","isono","sexno","ageno","eduno"
37.9,1965,887,1,0,0
41.9,1970,887,1,0,0
46.6,1975,887,1,0,0
51.5,1980,887,1,0,0
55.2,1985,887,1,0,0
57,1990,887,1,0,0
58.5,1995,887,1,0,0
59.7,2000,887,1,0,0
61.4,2005,887,1,0,0
62.8,2010,887,1,0,0
40.6,1950,894,1,0,0
42.6,1955,894,1,0,0
44.6,1960,894,1,0,0
46.3,1965,894,1,0,0
48.6,1970,894,1,0,0
49.8,1975,894,1,0,0
48.3,1980,894,1,0,0
44.5,1985,894,1,0,0
41.6,1990,894,1,0,0
41.7,1995,894,1,0,0
45.3,2000,894,1,0,0
51.1,2005,894,1,0,0
57.5,2010,894,1,0,0
47,1950,716,1,0,0
49,1955,716,1,0,0
50.9,1960,716,1,0,0
52.5,1965,716,1,0,0
54.1,1970,716,1,0,0
56.1,1975,716,1,0,0
58.6,1980,716,1,0,0
57.5,1985,716,1,0,0
51.7,1990,716,1,0,0
45.1,1995,716,1,0,0
42.7,2000,716,1,0,0
47.2,2005,716,1,0,0
56.1,2010,716,1,0,0
29.4,1950,4,2,0,0
32,1955,4,2,0,0
34.2,1960,4,2,0,0
36.4,1965,4,2,0,0
38.7,1970,4,2,0,0
41.2,1975,4,2,0,0
44.4,1980,4,2,0,0
48.7,1985,4,2,0,0
52.8,1990,4,2,0,0
55.3,1995,4,2,0,0
58.1,2000,4,2,0,0
61.3,2005,4,2,0,0
63.5,2010,4,2,0,0
56.1,1950,8,2,0,0
60.1,1955,8,2,0,0
66,1960,8,2,0,0
67.4,1965,8,2,0,0
69.5,1970,8,2,0,0
71.2,1975,8,2,0,0
73,1980,8,2,0,0
75,1985,8,2,0,0
74.9,1990,8,2,0,0
76.1,1995,8,2,0,0
77.8,2000,8,2,0,0
78.5,2005,8,2,0,0
79.9,2010,8,2,0,0
43.5,1950,12,2,0,0
45.7,1955,12,2,0,0
48,1960,12,2,0,0
50.3,1965,12,2,0,0
52.4,1970,12,2,0,0
55.9,1975,12,2,0,0
63,1980,12,2,0,0
67.3,1985,12,2,0,0
68.8,1990,12,2,0,0
70.6,1995,12,2,0,0
72.9,2000,12,2,0,0
75.2,2005,12,2,0,0
76.5,2010,12,2,0,0
32.8,1950,24,2,0,0
34,1955,24,2,0,0
35.6,1960,24,2,0,0
37.6,1965,24,2,0,0
39.6,1970,24,2,0,0
41.6,1975,24,2,0,0
42.8,1980,24,2,0,0
43.5,1985,24,2,0,0
44.5,1990,24,2,0,0
47,1995,24,2,0,0
52.5,2000,24,2,0,0
58.2,2005,24,2,0,0
63,2010,24,2,0,0
60.8,1950,28,2,0,0
63.1,1955,28,2,0,0
65.2,1960,28,2,0,0
67.2,1965,28,2,0,0
68.9,1970,28,2,0,0
70.5,1975,28,2,0,0
71.9,1980,28,2,0,0
73.2,1985,28,2,0,0
74.4,1990,28,2,0,0
75.4,1995,28,2,0,0
76.4,2000,28,2,0,0
77.4,2005,28,2,0,0
78.2,2010,28,2,0,0
65.1,1950,32,2,0,0
67.4,1955,32,2,0,0
68.6,1960,32,2,0,0
69.3,1965,32,2,0,0
70.8,1970,32,2,0,0
72.2,1975,32,2,0,0
73.7,1980,32,2,0,0
74.6,1985,32,2,0,0
75.8,1990,32,2,0,0
77,1995,32,2,0,0
78.1,2000,32,2,0,0
79,2005,32,2,0,0
79.8,2010,32,2,0,0
65.9,1950,51,2,0,0
68,1955,51,2,0,0
70.1,1960,51,2,0,0
72.2,1965,51,2,0,0
73.6,1970,51,2,0,0
73.6,1975,51,2,0,0
73.8,1980,51,2,0,0
70.8,1985,51,2,0,0
71.5,1990,51,2,0,0
73.4,1995,51,2,0,0
75.3,2000,51,2,0,0
75.8,2005,51,2,0,0
77,2010,51,2,0,0
61.6,1950,533,2,0,0
65.6,1955,533,2,0,0
68.3,1960,533,2,0,0
70,1965,533,2,0,0
72.6,1970,533,2,0,0
74.3,1975,533,2,0,0
75.2,1980,533,2,0,0
75.8,1985,533,2,0,0
76,1990,533,2,0,0
76.2,1995,533,2,0,0
76.4,2000,533,2,0,0
77.1,2005,533,2,0,0
77.8,2010,533,2,0,0
72.3,1950,36,2,0,0
73.6,1955,36,2,0,0
74.2,1960,36,2,0,0
74.3,1965,36,2,0,0
75.3,1970,36,2,0,0
77.2,1975,36,2,0,0
78.6,1980,36,2,0,0
79.4,1985,36,2,0,0
80.7,1990,36,2,0,0
81.7,1995,36,2,0,0
82.8,2000,36,2,0,0
83.8,2005,36,2,0,0
84.4,2010,36,2,0,0
69.1,1950,40,2,0,0
71,1955,40,2,0,0
72.7,1960,40,2,0,0
73.3,1965,40,2,0,0
74.2,1970,40,2,0,0
75.5,1975,40,2,0,0
76.7,1980,40,2,0,0
78.2,1985,40,2,0,0
79.3,1990,40,2,0,0
80.6,1995,40,2,0,0
81.7,2000,40,2,0,0
82.8,2005,40,2,0,0
83.5,2010,40,2,0,0
61.5,1950,31,2,0,0
63.5,1955,31,2,0,0
64.7,1960,31,2,0,0
65.8,1965,31,2,0,0
66.8,1970,31,2,0,0
67.2,1975,31,2,0,0
67.7,1980,31,2,0,0
68.6,1985,31,2,0,0
69,1990,31,2,0,0
69.8,1995,31,2,0,0
70.3,2000,31,2,0,0
73.3,2005,31,2,0,0
74.5,2010,31,2,0,0
61.4,1950,44,2,0,0
63.7,1955,44,2,0,0
65.8,1960,44,2,0,0
67.6,1965,44,2,0,0
69.3,1970,44,2,0,0
70.9,1975,44,2,0,0
72.3,1980,44,2,0,0
73.6,1985,44,2,0,0
74.5,1990,44,2,0,0
74.9,1995,44,2,0,0
76.2,2000,44,2,0,0
77.3,2005,44,2,0,0
78.1,2010,44,2,0,0
47,1950,48,2,0,0
52.2,1955,48,2,0,0
58.5,1960,48,2,0,0
63.8,1965,48,2,0,0
67.7,1970,48,2,0,0
70.3,1975,48,2,0,0
72.1,1980,48,2,0,0
73.2,1985,48,2,0,0
74.1,1990,48,2,0,0
75,1995,48,2,0,0
75.8,2000,48,2,0,0
76.7,2005,48,2,0,0
77.5,2010,48,2,0,0
41.1,1950,50,2,0,0
44.6,1955,50,2,0,0
47.5,1960,50,2,0,0
49.6,1965,50,2,0,0
46.2,1970,50,2,0,0
52.4,1975,50,2,0,0
54.5,1980,50,2,0,0
57.3,1985,50,2,0,0
60.4,1990,50,2,0,0
64,1995,50,2,0,0
67.3,2000,50,2,0,0
70,2005,50,2,0,0
72.9,2010,50,2,0,0
59.2,1950,52,2,0,0
61.8,1955,52,2,0,0
64.2,1960,52,2,0,0
66.6,1965,52,2,0,0
68.5,1970,52,2,0,0
70.1,1975,52,2,0,0
71.6,1980,52,2,0,0
72.9,1985,52,2,0,0
74.1,1990,52,2,0,0
75.2,1995,52,2,0,0
76,2000,52,2,0,0
76.9,2005,52,2,0,0
77.7,2010,52,2,0,0
63.4,1950,112,2,0,0
68.8,1955,112,2,0,0
71.6,1960,112,2,0,0
73.2,1965,112,2,0,0
73.9,1970,112,2,0,0
74.2,1975,112,2,0,0
74.4,1980,112,2,0,0
75.7,1985,112,2,0,0
74.8,1990,112,2,0,0
73.1,1995,112,2,0,0
73.7,2000,112,2,0,0
75.2,2005,112,2,0,0
77.7,2010,112,2,0,0
70.4,1950,56,2,0,0
72.2,1955,56,2,0,0
73.3,1960,56,2,0,0
73.9,1965,56,2,0,0
74.8,1970,56,2,0,0
76,1975,56,2,0,0
77.3,1980,56,2,0,0
78.6,1985,56,2,0,0
79.7,1990,56,2,0,0
80.6,1995,56,2,0,0
81.4,2000,56,2,0,0
82.3,2005,56,2,0,0
83,2010,56,2,0,0
57.3,1950,84,2,0,0
60,1955,84,2,0,0
62.7,1960,84,2,0,0
65.4,1965,84,2,0,0
68,1970,84,2,0,0
70.4,1975,84,2,0,0
72.3,1980,84,2,0,0
73.6,1985,84,2,0,0
73.1,1990,84,2,0,0
71.5,1995,84,2,0,0
71.6,2000,84,2,0,0
72.4,2005,84,2,0,0
72.7,2010,84,2,0,0
33.9,1950,204,2,0,0
36.5,1955,204,2,0,0
39,1960,204,2,0,0
41.9,1965,204,2,0,0
45.3,1970,204,2,0,0
48.8,1975,204,2,0,0
51.1,1980,204,2,0,0
54.3,1985,204,2,0,0
56.8,1990,204,2,0,0
56.7,1995,204,2,0,0
57.7,2000,204,2,0,0
60,2005,204,2,0,0
61.4,2010,204,2,0,0
32.7,1950,64,2,0,0
34.2,1955,64,2,0,0
36.1,1960,64,2,0,0
38.8,1965,64,2,0,0
41.7,1970,64,2,0,0
44.2,1975,64,2,0,0
47.8,1980,64,2,0,0
51.3,1985,64,2,0,0
55.1,1990,64,2,0,0
58.8,1995,64,2,0,0
63.1,2000,64,2,0,0
66.7,2005,64,2,0,0
68.9,2010,64,2,0,0
41.4,1950,68,2,0,0
42.7,1955,68,2,0,0
44.3,1960,68,2,0,0
46,1965,68,2,0,0
48,1970,68,2,0,0
50.3,1975,68,2,0,0
52.7,1980,68,2,0,0
55.4,1985,68,2,0,0
58.3,1990,68,2,0,0
61.3,1995,68,2,0,0
64.3,2000,68,2,0,0
67.3,2005,68,2,0,0
70.2,2010,68,2,0,0
54.6,1950,70,2,0,0
59.9,1955,70,2,0,0
63.6,1960,70,2,0,0
66.7,1965,70,2,0,0
69.6,1970,70,2,0,0
72.3,1975,70,2,0,0
73.4,1980,70,2,0,0
74.5,1985,70,2,0,0
74.2,1990,70,2,0,0
76.1,1995,70,2,0,0
77.5,2000,70,2,0,0
78.1,2005,70,2,0,0
78.8,2010,70,2,0,0
49.6,1950,72,2,0,0
51.5,1955,72,2,0,0
53.3,1960,72,2,0,0
55,1965,72,2,0,0
57.8,1970,72,2,0,0
61.2,1975,72,2,0,0
63.7,1980,72,2,0,0
64.7,1985,72,2,0,0
62.5,1990,72,2,0,0
53.8,1995,72,2,0,0
51,2000,72,2,0,0
58.5,2005,72,2,0,0
66.1,2010,72,2,0,0
52.6,1950,76,2,0,0
54.7,1955,76,2,0,0
57.6,1960,76,2,0,0
60.6,1965,76,2,0,0
63.2,1970,76,2,0,0
64.5,1975,76,2,0,0
66.1,1980,76,2,0,0
68.1,1985,76,2,0,0
70.3,1990,76,2,0,0
72.8,1995,76,2,0,0
75,2000,76,2,0,0
76.7,2005,76,2,0,0
78.3,2010,76,2,0,0
59.9,1950,96,2,0,0
62.6,1955,96,2,0,0
65.3,1960,96,2,0,0
67.4,1965,96,2,0,0
69.3,1970,96,2,0,0
71.1,1975,96,2,0,0
72.6,1980,96,2,0,0
74,1985,96,2,0,0
75.2,1990,96,2,0,0
76.4,1995,96,2,0,0
77.5,2000,96,2,0,0
78.4,2005,96,2,0,0
78.4,2010,96,2,0,0
64,1950,100,2,0,0
68.5,1955,100,2,0,0
72.1,1960,100,2,0,0
73,1965,100,2,0,0
73.5,1970,100,2,0,0
73.7,1975,100,2,0,0
74.2,1980,100,2,0,0
74.7,1985,100,2,0,0
74.8,1990,100,2,0,0
74.6,1995,100,2,0,0
75.8,2000,100,2,0,0
76.7,2005,100,2,0,0
77.8,2010,100,2,0,0
32,1950,854,2,0,0
34.4,1955,854,2,0,0
36.7,1960,854,2,0,0
39.2,1965,854,2,0,0
41.5,1970,854,2,0,0
44.6,1975,854,2,0,0
49.5,1980,854,2,0,0
50.5,1985,854,2,0,0
50.4,1990,854,2,0,0
51.2,1995,854,2,0,0
52.6,2000,854,2,0,0
55.8,2005,854,2,0,0
59.3,2010,854,2,0,0
40.6,1950,108,2,0,0
42.1,1955,108,2,0,0
43.6,1960,108,2,0,0
45.1,1965,108,2,0,0
45.8,1970,108,2,0,0
48,1975,108,2,0,0
49.8,1980,108,2,0,0
50.9,1985,108,2,0,0
48.9,1990,108,2,0,0
52.5,1995,108,2,0,0
53.7,2000,108,2,0,0
55.4,2005,108,2,0,0
58,2010,108,2,0,0
49.1,1950,132,2,0,0
49.9,1955,132,2,0,0
50.6,1960,132,2,0,0
53.7,1965,132,2,0,0
56.6,1970,132,2,0,0
62,1975,132,2,0,0
63.9,1980,132,2,0,0
65.6,1985,132,2,0,0
67.2,1990,132,2,0,0
69.4,1995,132,2,0,0
72.8,2000,132,2,0,0
73.4,2005,132,2,0,0
74,2010,132,2,0,0
41.7,1950,116,2,0,0
42.6,1955,116,2,0,0
43.2,1960,116,2,0,0
44,1965,116,2,0,0
40.7,1970,116,2,0,0
18.1,1975,116,2,0,0
47.3,1980,116,2,0,0
54.4,1985,116,2,0,0
56.6,1990,116,2,0,0
58.6,1995,116,2,0,0
63,2000,116,2,0,0
67.3,2005,116,2,0,0
69.5,2010,116,2,0,0
39.9,1950,120,2,0,0
41.8,1955,120,2,0,0
44,1960,120,2,0,0
46.2,1965,120,2,0,0
49,1970,120,2,0,0
51.6,1975,120,2,0,0
53.6,1980,120,2,0,0
54.4,1985,120,2,0,0
52.5,1990,120,2,0,0
50.2,1995,120,2,0,0
52.3,2000,120,2,0,0
55.4,2005,120,2,0,0
57.7,2010,120,2,0,0
71.7,1950,124,2,0,0
73.3,1955,124,2,0,0
74.6,1960,124,2,0,0
75.7,1965,124,2,0,0
76.7,1970,124,2,0,0
78.1,1975,124,2,0,0
79.4,1980,124,2,0,0
80.1,1985,124,2,0,0
80.8,1990,124,2,0,0
81.3,1995,124,2,0,0
82.1,2000,124,2,0,0
83,2005,124,2,0,0
83.8,2010,124,2,0,0
34.9,1950,140,2,0,0
37.1,1955,140,2,0,0
39.2,1960,140,2,0,0
41.9,1965,140,2,0,0
45.9,1970,140,2,0,0
49.8,1975,140,2,0,0
52,1980,140,2,0,0
51.8,1985,140,2,0,0
49.7,1990,140,2,0,0
46.5,1995,140,2,0,0
44.9,2000,140,2,0,0
47.4,2005,140,2,0,0
51,2010,140,2,0,0
38.9,1950,148,2,0,0
39.7,1955,148,2,0,0
40.6,1960,148,2,0,0
41.5,1965,148,2,0,0
43.8,1970,148,2,0,0
45,1975,148,2,0,0
46.5,1980,148,2,0,0
47.7,1985,148,2,0,0
48.4,1990,148,2,0,0
48.9,1995,148,2,0,0
48.5,2000,148,2,0,0
49.7,2005,148,2,0,0
52.8,2010,148,2,0,0
71.7,1950,830,2,0,0
73.2,1955,830,2,0,0
73.9,1960,830,2,0,0
74.7,1965,830,2,0,0
75.2,1970,830,2,0,0
75.9,1975,830,2,0,0
77,1980,830,2,0,0
77.8,1985,830,2,0,0
78.8,1990,830,2,0,0
79.5,1995,830,2,0,0
80.5,2000,830,2,0,0
81.7,2005,830,2,0,0
82.4,2010,830,2,0,0
56.7,1950,152,2,0,0
58.9,1955,152,2,0,0
61.2,1960,152,2,0,0
63.9,1965,152,2,0,0
67.2,1970,152,2,0,0
70.7,1975,152,2,0,0
73.9,1980,152,2,0,0
75.8,1985,152,2,0,0
77.5,1990,152,2,0,0
79,1995,152,2,0,0
80.3,2000,152,2,0,0
80.8,2005,152,2,0,0
81.3,2010,152,2,0,0
45.3,1950,156,2,0,0
46.1,1955,156,2,0,0
45.9,1960,156,2,0,0
57.5,1965,156,2,0,0
63.2,1970,156,2,0,0
66.9,1975,156,2,0,0
69.3,1980,156,2,0,0
70.5,1985,156,2,0,0
71.5,1990,156,2,0,0
72.8,1995,156,2,0,0
74.7,2000,156,2,0,0
76.3,2005,156,2,0,0
77.2,2010,156,2,0,0
66.4,1950,344,2,0,0
69.1,1955,344,2,0,0
72.2,1960,344,2,0,0
74.1,1965,344,2,0,0
75.9,1970,344,2,0,0
76.9,1975,344,2,0,0
78.6,1980,344,2,0,0
79.8,1985,344,2,0,0
80.9,1990,344,2,0,0
82.9,1995,344,2,0,0
84.5,2000,344,2,0,0
85.5,2005,344,2,0,0
86.4,2010,344,2,0,0
62.4,1950,446,2,0,0
65.1,1955,446,2,0,0
67.7,1960,446,2,0,0
70,1965,446,2,0,0
72.7,1970,446,2,0,0
75.1,1975,446,2,0,0
76.9,1980,446,2,0,0
78.6,1985,446,2,0,0
80.4,1990,446,2,0,0
82.2,1995,446,2,0,0
83.6,2000,446,2,0,0
84.9,2005,446,2,0,0
86.2,2010,446,2,0,0
60,1950,158,2,0,0
65.6,1955,158,2,0,0
67.7,1960,158,2,0,0
69.6,1965,158,2,0,0
72.1,1970,158,2,0,0
73.6,1975,158,2,0,0
74.8,1980,158,2,0,0
76.1,1985,158,2,0,0
77.3,1990,158,2,0,0
78.3,1995,158,2,0,0
80,2000,158,2,0,0
81.5,2005,158,2,0,0
82.3,2010,158,2,0,0
52.3,1950,170,2,0,0
56.9,1955,170,2,0,0
59.7,1960,170,2,0,0
61.8,1965,170,2,0,0
63.9,1970,170,2,0,0
66.2,1975,170,2,0,0
70.2,1980,170,2,0,0
71.7,1985,170,2,0,0
73,1990,170,2,0,0
74.2,1995,170,2,0,0
75.4,2000,170,2,0,0
76.6,2005,170,2,0,0
77.4,2010,170,2,0,0
40,1950,174,2,0,0
42,1955,174,2,0,0
44,1960,174,2,0,0
46,1965,174,2,0,0
48.6,1970,174,2,0,0
50.8,1975,174,2,0,0
53.9,1980,174,2,0,0
56.9,1985,174,2,0,0
59.4,1990,174,2,0,0
60.9,1995,174,2,0,0
61.2,2000,174,2,0,0
62.5,2005,174,2,0,0
64.5,2010,174,2,0,0
44,1950,178,2,0,0
48,1955,178,2,0,0
51.5,1960,178,2,0,0
54,1965,178,2,0,0
55.5,1970,178,2,0,0
56.9,1975,178,2,0,0
58.1,1980,178,2,0,0
58.2,1985,178,2,0,0
56.3,1990,178,2,0,0
53.1,1995,178,2,0,0
53.1,2000,178,2,0,0
59.2,2005,178,2,0,0
64.1,2010,178,2,0,0
57.3,1950,188,2,0,0
60.2,1955,188,2,0,0
63.8,1960,188,2,0,0
66.9,1965,188,2,0,0
69.8,1970,188,2,0,0
73,1975,188,2,0,0
76.2,1980,188,2,0,0
77.9,1985,188,2,0,0
78.7,1990,188,2,0,0
79.5,1995,188,2,0,0
80.2,2000,188,2,0,0
80.8,2005,188,2,0,0
81.7,2010,188,2,0,0
33.1,1950,384,2,0,0
36,1955,384,2,0,0
39.8,1960,384,2,0,0
42.9,1965,384,2,0,0
47.7,1970,384,2,0,0
51.3,1975,384,2,0,0
53.8,1980,384,2,0,0
55,1985,384,2,0,0
53.5,1990,384,2,0,0
48.1,1995,384,2,0,0
47.6,2000,384,2,0,0
50,2005,384,2,0,0
53.2,2010,384,2,0,0
63.1,1950,191,2,0,0
65.9,1955,191,2,0,0
68.5,1960,191,2,0,0
70.9,1965,191,2,0,0
72.8,1970,191,2,0,0
74.1,1975,191,2,0,0
74.6,1980,191,2,0,0
75.5,1985,191,2,0,0
76.5,1990,191,2,0,0
78.1,1995,191,2,0,0
78.4,2000,191,2,0,0
79.5,2005,191,2,0,0
80.4,2010,191,2,0,0
61.3,1950,192,2,0,0
64.2,1955,192,2,0,0
67.1,1960,192,2,0,0
70.2,1965,192,2,0,0
72.7,1970,192,2,0,0
74.9,1975,192,2,0,0
76,1980,192,2,0,0
76.6,1985,192,2,0,0
76.7,1990,192,2,0,0
78.2,1995,192,2,0,0
79.1,2000,192,2,0,0
80.7,2005,192,2,0,0
81.3,2010,192,2,0,0
62.2,1950,531,2,0,0
65.8,1955,531,2,0,0
68.2,1960,531,2,0,0
70,1965,531,2,0,0
72.3,1970,531,2,0,0
74.8,1975,531,2,0,0
76.4,1980,531,2,0,0
77.4,1985,531,2,0,0
77.5,1990,531,2,0,0
77.8,1995,531,2,0,0
78.6,2000,531,2,0,0
79.4,2005,531,2,0,0
80.7,2010,531,2,0,0
68.7,1950,196,2,0,0
70.8,1955,196,2,0,0
72.5,1960,196,2,0,0
73.9,1965,196,2,0,0
75.2,1970,196,2,0,0
76.3,1975,196,2,0,0
77.3,1980,196,2,0,0
78.2,1985,196,2,0,0
79,1990,196,2,0,0
79.8,1995,196,2,0,0
80.5,2000,196,2,0,0
81.1,2005,196,2,0,0
82.2,2010,196,2,0,0
69.3,1950,203,2,0,0
72.3,1955,203,2,0,0
73.4,1960,203,2,0,0
73.4,1965,203,2,0,0
73.6,1970,203,2,0,0
74.2,1975,203,2,0,0
74.4,1980,203,2,0,0
75.2,1985,203,2,0,0
76.2,1990,203,2,0,0
77.7,1995,203,2,0,0
78.8,2000,203,2,0,0
80.1,2005,203,2,0,0
81.2,2010,203,2,0,0
43.2,1950,408,2,0,0
52.5,1955,408,2,0,0
54.5,1960,408,2,0,0
60.1,1965,408,2,0,0
64.6,1970,408,2,0,0
67.9,1975,408,2,0,0
69.8,1980,408,2,0,0
71.3,1985,408,2,0,0
73.3,1990,408,2,0,0
67.4,1995,408,2,0,0
71.5,2000,408,2,0,0
71.8,2005,408,2,0,0
74.1,2010,408,2,0,0
40.4,1950,180,2,0,0
41.9,1955,180,2,0,0
43,1960,180,2,0,0
44.4,1965,180,2,0,0
46.2,1970,180,2,0,0
47,1975,180,2,0,0
48.5,1980,180,2,0,0
49.7,1985,180,2,0,0
51,1990,180,2,0,0
50.3,1995,180,2,0,0
53.3,2000,180,2,0,0
56.9,2005,180,2,0,0
59.5,2010,180,2,0,0
72.4,1950,208,2,0,0
73.8,1955,208,2,0,0
74.5,1960,208,2,0,0
75.3,1965,208,2,0,0
76.4,1970,208,2,0,0
77.2,1975,208,2,0,0
77.5,1980,208,2,0,0
77.7,1985,208,2,0,0
77.9,1990,208,2,0,0
78.6,1995,208,2,0,0
79.6,2000,208,2,0,0
80.8,2005,208,2,0,0
82.2,2010,208,2,0,0
42.4,1950,262,2,0,0
44.3,1955,262,2,0,0
46.5,1960,262,2,0,0
48.7,1965,262,2,0,0
52.4,1970,262,2,0,0
54.1,1975,262,2,0,0
56.2,1980,262,2,0,0
57.7,1985,262,2,0,0
58.7,1990,262,2,0,0
58.7,1995,262,2,0,0
58.8,2000,262,2,0,0
60.5,2005,262,2,0,0
63.2,2010,262,2,0,0
47.3,1950,214,2,0,0
51.4,1955,214,2,0,0
55.2,1960,214,2,0,0
58.7,1965,214,2,0,0
61.8,1970,214,2,0,0
64,1975,214,2,0,0
66.1,1980,214,2,0,0
69,1985,214,2,0,0
71.9,1990,214,2,0,0
73.1,1995,214,2,0,0
74.3,2000,214,2,0,0
75.5,2005,214,2,0,0
76.5,2010,214,2,0,0
49.9,1950,218,2,0,0
52.9,1955,218,2,0,0
56.1,1960,218,2,0,0
58.2,1965,218,2,0,0
60.5,1970,218,2,0,0
63.5,1975,218,2,0,0
66.7,1980,218,2,0,0
70,1985,218,2,0,0
72.9,1990,218,2,0,0
75.2,1995,218,2,0,0
76.8,2000,218,2,0,0
77.5,2005,218,2,0,0
78.4,2010,218,2,0,0
41.6,1950,818,2,0,0
47.4,1955,818,2,0,0
50.7,1960,818,2,0,0
53.3,1965,818,2,0,0
54.8,1970,818,2,0,0
58.9,1975,818,2,0,0
62.2,1980,818,2,0,0
65.9,1985,818,2,0,0
67.9,1990,818,2,0,0
70.4,1995,818,2,0,0
71.4,2000,818,2,0,0
72.2,2005,818,2,0,0
73,2010,818,2,0,0
47.1,1950,222,2,0,0
50.6,1955,222,2,0,0
53.9,1960,222,2,0,0
56.7,1965,222,2,0,0
59.2,1970,222,2,0,0
61,1975,222,2,0,0
63.1,1980,222,2,0,0
66.9,1985,222,2,0,0
70.7,1990,222,2,0,0
72.5,1995,222,2,0,0
74.1,2000,222,2,0,0
75.6,2005,222,2,0,0
77.1,2010,222,2,0,0
36,1950,226,2,0,0
37.5,1955,226,2,0,0
39,1960,226,2,0,0
40.6,1965,226,2,0,0
42.1,1970,226,2,0,0
43.6,1975,226,2,0,0
47.2,1980,226,2,0,0
48.8,1985,226,2,0,0
51,1990,226,2,0,0
53.3,1995,226,2,0,0
54.9,2000,226,2,0,0
56.2,2005,226,2,0,0
58.4,2010,226,2,0,0
35.4,1950,232,2,0,0
38.1,1955,232,2,0,0
41.6,1960,232,2,0,0
43.7,1965,232,2,0,0
45.9,1970,232,2,0,0
47.6,1975,232,2,0,0
49,1980,232,2,0,0
50.2,1985,232,2,0,0
52.6,1990,232,2,0,0
55.7,1995,232,2,0,0
58.8,2000,232,2,0,0
62.7,2005,232,2,0,0
65.5,2010,232,2,0,0
65.5,1950,233,2,0,0
70.5,1955,233,2,0,0
73,1960,233,2,0,0
74.1,1965,233,2,0,0
74.5,1970,233,2,0,0
74.2,1975,233,2,0,0
74.2,1980,233,2,0,0
74.7,1985,233,2,0,0
74.1,1990,233,2,0,0
75.3,1995,233,2,0,0
77.1,2000,233,2,0,0
79,2005,233,2,0,0
81.2,2010,233,2,0,0
35.4,1950,231,2,0,0
38.1,1955,231,2,0,0
41.6,1960,231,2,0,0
43.7,1965,231,2,0,0
45.1,1970,231,2,0,0
45.8,1975,231,2,0,0
45,1980,231,2,0,0
47.7,1985,231,2,0,0
49.6,1990,231,2,0,0
52.2,1995,231,2,0,0
55,2000,231,2,0,0
60.6,2005,231,2,0,0
65.5,2010,231,2,0,0
54.7,1950,242,2,0,0
57,1955,242,2,0,0
59,1960,242,2,0,0
60.9,1965,242,2,0,0
62.5,1970,242,2,0,0
63.9,1975,242,2,0,0
65.5,1980,242,2,0,0
67,1985,242,2,0,0
68.3,1990,242,2,0,0
69.5,1995,242,2,0,0
70.7,2000,242,2,0,0
71.9,2005,242,2,0,0
72.9,2010,242,2,0,0
69.6,1950,246,2,0,0
71.4,1955,246,2,0,0
72.5,1960,246,2,0,0
73.5,1965,246,2,0,0
75.2,1970,246,2,0,0
77,1975,246,2,0,0
78.4,1980,246,2,0,0
78.8,1985,246,2,0,0
79.6,1990,246,2,0,0
80.7,1995,246,2,0,0
81.7,2000,246,2,0,0
82.9,2005,246,2,0,0
83.7,2010,246,2,0,0
69.9,1950,250,2,0,0
72.4,1955,250,2,0,0
74.1,1960,250,2,0,0
75.1,1965,250,2,0,0
76.2,1970,250,2,0,0
77.6,1975,250,2,0,0
78.8,1980,250,2,0,0
80.1,1985,250,2,0,0
81.4,1990,250,2,0,0
82.2,1995,250,2,0,0
83.1,2000,250,2,0,0
84.3,2005,250,2,0,0
85,2010,250,2,0,0
56.9,1950,254,2,0,0
59.9,1955,254,2,0,0
63.2,1960,254,2,0,0
68,1965,254,2,0,0
69.5,1970,254,2,0,0
70.5,1975,254,2,0,0
73,1980,254,2,0,0
74.5,1985,254,2,0,0
76,1990,254,2,0,0
77.5,1995,254,2,0,0
80.1,2000,254,2,0,0
81.4,2005,254,2,0,0
82.6,2010,254,2,0,0
50,1950,258,2,0,0
56.4,1955,258,2,0,0
58.8,1960,258,2,0,0
61.2,1965,258,2,0,0
63,1970,258,2,0,0
64.9,1975,258,2,0,0
69,1980,258,2,0,0
70.8,1985,258,2,0,0
71.5,1990,258,2,0,0
74.3,1995,258,2,0,0
76,2000,258,2,0,0
77.5,2005,258,2,0,0
78.5,2010,258,2,0,0
38.6,1950,266,2,0,0
40.6,1955,266,2,0,0
42.1,1960,266,2,0,0
46.2,1965,266,2,0,0
50.4,1970,266,2,0,0
54.5,1975,266,2,0,0
58.6,1980,266,2,0,0
62.2,1985,266,2,0,0
62.4,1990,266,2,0,0
61.2,1995,266,2,0,0
59.8,2000,266,2,0,0
61.8,2005,266,2,0,0
65.8,2010,266,2,0,0
31.4,1950,270,2,0,0
32.8,1955,270,2,0,0
34.1,1960,270,2,0,0
37.1,1965,270,2,0,0
41.4,1970,270,2,0,0
45.6,1975,270,2,0,0
49.6,1980,270,2,0,0
52.7,1985,270,2,0,0
54.2,1990,270,2,0,0
56.2,1995,270,2,0,0
58.1,2000,270,2,0,0
60.2,2005,270,2,0,0
61.6,2010,270,2,0,0
64.4,1950,268,2,0,0
66.4,1955,268,2,0,0
68.3,1960,268,2,0,0
70.3,1965,268,2,0,0
71.8,1970,268,2,0,0
73.3,1975,268,2,0,0
73.2,1980,268,2,0,0
74,1985,268,2,0,0
73.8,1990,268,2,0,0
74.7,1995,268,2,0,0
76.1,2000,268,2,0,0
76.5,2005,268,2,0,0
